,Year,Period,Area,Area Type,Adjustment,Employment,Civilian Labor Force,Unemployment,Unemployment Rate
15884,2020,March,Kendall                                              ,County,Not Adjusted,21487,22350,863,3.9
15885,2020,June,Kendall                                              ,County,Not Adjusted,20490,21984,1494,6.8
15886,2020,September,Kendall                                              ,County,Not Adjusted,21076,22162,1086,4.9
15887,2020,December,Kendall                                              ,County,Not Adjusted,21578,22550,972,4.3
15888,2020,March,Kenedy                                               ,County,Not Adjusted,219,230,11,4.8
15889,2020,June,Kenedy                                               ,County,Not Adjusted,153,165,12,7.3
15890,2020,September,Kenedy                                               ,County,Not Adjusted,155,165,10,6.1
15891,2020,December,Kenedy                                               ,County,Not Adjusted,155,165,10,6.1
15892,2020,March,Kent                                                 ,County,Not Adjusted,453,479,26,5.4
15893,2020,June,Kent                                                 ,County,Not Adjusted,450,472,22,4.7
15894,2020,September,Kent                                                 ,County,Not Adjusted,449,468,19,4.1
15895,2020,December,Kent                                                 ,County,Not Adjusted,415,426,11,2.6
15896,2020,March,Kerr                                                 ,County,Not Adjusted,20800,21762,962,4.4
15897,2020,June,Kerr                                                 ,County,Not Adjusted,20134,21826,1692,7.8
15898,2020,September,Kerr                                                 ,County,Not Adjusted,20170,21359,1189,5.6
15899,2020,December,Kerr                                                 ,County,Not Adjusted,20553,21614,1061,4.9
15900,2020,March,Kimble                                               ,County,Not Adjusted,1713,1796,83,4.6
15901,2020,June,Kimble                                               ,County,Not Adjusted,1712,1822,110,6.0
15902,2020,September,Kimble                                               ,County,Not Adjusted,1707,1814,107,5.9
15903,2020,December,Kimble                                               ,County,Not Adjusted,1727,1829,102,5.6
15904,2020,March,King                                                 ,County,Not Adjusted,232,239,7,2.9
15905,2020,June,King                                                 ,County,Not Adjusted,207,211,4,1.9
15906,2020,September,King                                                 ,County,Not Adjusted,250,253,3,1.2
15907,2020,December,King                                                 ,County,Not Adjusted,256,260,4,1.5
15908,2020,March,Kinney                                               ,County,Not Adjusted,1305,1389,84,6.0
15909,2020,June,Kinney                                               ,County,Not Adjusted,1150,1246,96,7.7
15910,2020,September,Kinney                                               ,County,Not Adjusted,1232,1311,79,6.0
15911,2020,December,Kinney                                               ,County,Not Adjusted,1215,1298,83,6.4
15912,2020,March,Kleberg                                              ,County,Not Adjusted,12654,13489,835,6.2
15913,2020,June,Kleberg                                              ,County,Not Adjusted,11895,13372,1477,11.0
15914,2020,September,Kleberg                                              ,County,Not Adjusted,12129,13334,1205,9.0
15915,2020,December,Kleberg                                              ,County,Not Adjusted,12552,13587,1035,7.6
15916,2020,March,Knox                                                 ,County,Not Adjusted,1398,1472,74,5.0
15917,2020,June,Knox                                                 ,County,Not Adjusted,1354,1463,109,7.5
15918,2020,September,Knox                                                 ,County,Not Adjusted,1362,1448,86,5.9
15919,2020,December,Knox                                                 ,County,Not Adjusted,1377,1457,80,5.5
15920,2020,March,Lamar                                                ,County,Not Adjusted,22179,23215,1036,4.5
15921,2020,June,Lamar                                                ,County,Not Adjusted,21422,23560,2138,9.1
15922,2020,September,Lamar                                                ,County,Not Adjusted,22346,23904,1558,6.5
15923,2020,December,Lamar                                                ,County,Not Adjusted,22430,23895,1465,6.1
15924,2020,March,Lamb                                                 ,County,Not Adjusted,4978,5252,274,5.2
15925,2020,June,Lamb                                                 ,County,Not Adjusted,4939,5278,339,6.4
15926,2020,September,Lamb                                                 ,County,Not Adjusted,4939,5206,267,5.1
15927,2020,December,Lamb                                                 ,County,Not Adjusted,4926,5208,282,5.4
15928,2020,March,Lampasas                                             ,County,Not Adjusted,8642,9062,420,4.6
15929,2020,June,Lampasas                                             ,County,Not Adjusted,8403,9023,620,6.9
15930,2020,September,Lampasas                                             ,County,Not Adjusted,8575,9061,486,5.4
15931,2020,December,Lampasas                                             ,County,Not Adjusted,8706,9190,484,5.3
15932,2020,March,La Salle                                             ,County,Not Adjusted,3927,4105,178,4.3
15933,2020,June,La Salle                                             ,County,Not Adjusted,3196,3550,354,10.0
15934,2020,September,La Salle                                             ,County,Not Adjusted,3278,3563,285,8.0
15935,2020,December,La Salle                                             ,County,Not Adjusted,3264,3489,225,6.4
15936,2020,March,Lavaca                                               ,County,Not Adjusted,8078,8421,343,4.1
15937,2020,June,Lavaca                                               ,County,Not Adjusted,7904,8471,567,6.7
15938,2020,September,Lavaca                                               ,County,Not Adjusted,7936,8447,511,6.0
15939,2020,December,Lavaca                                               ,County,Not Adjusted,8003,8453,450,5.3
15940,2020,March,Lee                                                  ,County,Not Adjusted,8885,9284,399,4.3
15941,2020,June,Lee                                                  ,County,Not Adjusted,8702,9272,570,6.1
15942,2020,September,Lee                                                  ,County,Not Adjusted,8658,9129,471,5.2
15943,2020,December,Lee                                                  ,County,Not Adjusted,8592,9014,422,4.7
15944,2020,March,Leon                                                 ,County,Not Adjusted,5806,6207,401,6.5
15945,2020,June,Leon                                                 ,County,Not Adjusted,5469,6068,599,9.9
15946,2020,September,Leon                                                 ,County,Not Adjusted,5667,6163,496,8.0
15947,2020,December,Leon                                                 ,County,Not Adjusted,5735,6271,536,8.5
15948,2020,March,Liberty                                              ,County,Not Adjusted,31103,33667,2564,7.6
15949,2020,June,Liberty                                              ,County,Not Adjusted,29440,33958,4518,13.3
15950,2020,September,Liberty                                              ,County,Not Adjusted,29666,33544,3878,11.6
15951,2020,December,Liberty                                              ,County,Not Adjusted,30337,34129,3792,11.1
15952,2020,March,Limestone                                            ,County,Not Adjusted,7990,8454,464,5.5
15953,2020,June,Limestone                                            ,County,Not Adjusted,7653,8436,783,9.3
15954,2020,September,Limestone                                            ,County,Not Adjusted,7623,8296,673,8.1
15955,2020,December,Limestone                                            ,County,Not Adjusted,7712,8326,614,7.4
15956,2020,March,Lipscomb                                             ,County,Not Adjusted,1540,1596,56,3.5
15957,2020,June,Lipscomb                                             ,County,Not Adjusted,1460,1538,78,5.1
15958,2020,September,Lipscomb                                             ,County,Not Adjusted,1461,1533,72,4.7
15959,2020,December,Lipscomb                                             ,County,Not Adjusted,1455,1522,67,4.4
15960,2020,March,Live Oak                                             ,County,Not Adjusted,5121,5371,250,4.7
15961,2020,June,Live Oak                                             ,County,Not Adjusted,4596,5097,501,9.8
15962,2020,September,Live Oak                                             ,County,Not Adjusted,4618,5067,449,8.9
15963,2020,December,Live Oak                                             ,County,Not Adjusted,4692,5110,418,8.2
15964,2020,March,Llano                                                ,County,Not Adjusted,8146,8561,415,4.8
15965,2020,June,Llano                                                ,County,Not Adjusted,7912,8494,582,6.9
15966,2020,September,Llano                                                ,County,Not Adjusted,8166,8664,498,5.7
15967,2020,December,Llano                                                ,County,Not Adjusted,8056,8540,484,5.7
15968,2020,March,Loving                                               ,County,Not Adjusted,293,298,5,1.7
15969,2020,June,Loving                                               ,County,Not Adjusted,201,208,7,3.4
15970,2020,September,Loving                                               ,County,Not Adjusted,310,314,4,1.3
15971,2020,December,Loving                                               ,County,Not Adjusted,278,281,3,1.1
15972,2020,March,Lubbock                                              ,County,Not Adjusted,149511,155450,5939,3.8
15973,2020,June,Lubbock                                              ,County,Not Adjusted,145041,157368,12327,7.8
15974,2020,September,Lubbock                                              ,County,Not Adjusted,148369,157507,9138,5.8
15975,2020,December,Lubbock                                              ,County,Not Adjusted,151060,159248,8188,5.1
15976,2020,March,Lynn                                                 ,County,Not Adjusted,2649,2781,132,4.7
15977,2020,June,Lynn                                                 ,County,Not Adjusted,2539,2746,207,7.5
15978,2020,September,Lynn                                                 ,County,Not Adjusted,2587,2733,146,5.3
15979,2020,December,Lynn                                                 ,County,Not Adjusted,2612,2751,139,5.1
15980,2020,March,McCulloch                                            ,County,Not Adjusted,3098,3300,202,6.1
15981,2020,June,McCulloch                                            ,County,Not Adjusted,2944,3239,295,9.1
15982,2020,September,McCulloch                                            ,County,Not Adjusted,3005,3270,265,8.1
15983,2020,December,McCulloch                                            ,County,Not Adjusted,3039,3304,265,8.0
15984,2020,March,McLennan                                             ,County,Not Adjusted,112819,118433,5614,4.7
15985,2020,June,McLennan                                             ,County,Not Adjusted,111667,121492,9825,8.1
15986,2020,September,McLennan                                             ,County,Not Adjusted,114132,121584,7452,6.1
15987,2020,December,McLennan                                             ,County,Not Adjusted,115969,122783,6814,5.5
15988,2020,March,McMullen                                             ,County,Not Adjusted,774,790,16,2.0
15989,2020,June,McMullen                                             ,County,Not Adjusted,709,735,26,3.5
15990,2020,September,McMullen                                             ,County,Not Adjusted,650,675,25,3.7
15991,2020,December,McMullen                                             ,County,Not Adjusted,665,684,19,2.8
15992,2020,March,Madison                                              ,County,Not Adjusted,4200,4450,250,5.6
15993,2020,June,Madison                                              ,County,Not Adjusted,4050,4473,423,9.5
15994,2020,September,Madison                                              ,County,Not Adjusted,4132,4490,358,8.0
15995,2020,December,Madison                                              ,County,Not Adjusted,4179,4521,342,7.6
15996,2020,March,Marion                                               ,County,Not Adjusted,3964,4242,278,6.6
15997,2020,June,Marion                                               ,County,Not Adjusted,3863,4325,462,10.7
15998,2020,September,Marion                                               ,County,Not Adjusted,3936,4305,369,8.6
15999,2020,December,Marion                                               ,County,Not Adjusted,3949,4274,325,7.6
16000,2020,March,Martin                                               ,County,Not Adjusted,2658,2762,104,3.8
16001,2020,June,Martin                                               ,County,Not Adjusted,2252,2467,215,8.7
16002,2020,September,Martin                                               ,County,Not Adjusted,2272,2439,167,6.8
16003,2020,December,Martin                                               ,County,Not Adjusted,2330,2480,150,6.0
16004,2020,March,Mason                                                ,County,Not Adjusted,1688,1771,83,4.7
16005,2020,June,Mason                                                ,County,Not Adjusted,1612,1727,115,6.7
16006,2020,September,Mason                                                ,County,Not Adjusted,1599,1702,103,6.1
16007,2020,December,Mason                                                ,County,Not Adjusted,1596,1698,102,6.0
16008,2020,March,Matagorda                                            ,County,Not Adjusted,15722,17022,1300,7.6
16009,2020,June,Matagorda                                            ,County,Not Adjusted,14491,16746,2255,13.5
16010,2020,September,Matagorda                                            ,County,Not Adjusted,14580,16453,1873,11.4
16011,2020,December,Matagorda                                            ,County,Not Adjusted,14629,16275,1646,10.1
16012,2020,March,Maverick                                             ,County,Not Adjusted,21396,24414,3018,12.4
16013,2020,June,Maverick                                             ,County,Not Adjusted,20314,24900,4586,18.4
16014,2020,September,Maverick                                             ,County,Not Adjusted,20756,24629,3873,15.7
16015,2020,December,Maverick                                             ,County,Not Adjusted,21180,25027,3847,15.4
16016,2020,March,Medina                                               ,County,Not Adjusted,20573,21572,999,4.6
16017,2020,June,Medina                                               ,County,Not Adjusted,19622,21453,1831,8.5
16018,2020,September,Medina                                               ,County,Not Adjusted,20152,21522,1370,6.4
16019,2020,December,Medina                                               ,County,Not Adjusted,20673,21905,1232,5.6
16020,2020,March,Menard                                               ,County,Not Adjusted,860,897,37,4.1
16021,2020,June,Menard                                               ,County,Not Adjusted,790,852,62,7.3
16022,2020,September,Menard                                               ,County,Not Adjusted,824,869,45,5.2
16023,2020,December,Menard                                               ,County,Not Adjusted,829,875,46,5.3
16024,2020,March,Midland                                              ,County,Not Adjusted,100818,104321,3503,3.4
16025,2020,June,Midland                                              ,County,Not Adjusted,84789,96390,11601,12.0
16026,2020,September,Midland                                              ,County,Not Adjusted,85680,95108,9428,9.9
16027,2020,December,Midland                                              ,County,Not Adjusted,88475,96272,7797,8.1
16028,2020,March,Milam                                                ,County,Not Adjusted,9134,9716,582,6.0
16029,2020,June,Milam                                                ,County,Not Adjusted,8978,9862,884,9.0
16030,2020,September,Milam                                                ,County,Not Adjusted,9125,9831,706,7.2
16031,2020,December,Milam                                                ,County,Not Adjusted,9185,9844,659,6.7
16032,2020,March,Mills                                                ,County,Not Adjusted,1836,1915,79,4.1
16033,2020,June,Mills                                                ,County,Not Adjusted,1744,1835,91,5.0
16034,2020,September,Mills                                                ,County,Not Adjusted,1831,1914,83,4.3
16035,2020,December,Mills                                                ,County,Not Adjusted,1823,1913,90,4.7
16036,2020,March,Mitchell                                             ,County,Not Adjusted,2241,2347,106,4.5
16037,2020,June,Mitchell                                             ,County,Not Adjusted,2166,2420,254,10.5
16038,2020,September,Mitchell                                             ,County,Not Adjusted,2185,2415,230,9.5
16039,2020,December,Mitchell                                             ,County,Not Adjusted,2205,2406,201,8.4
16040,2020,March,Montague                                             ,County,Not Adjusted,8851,9266,415,4.5
16041,2020,June,Montague                                             ,County,Not Adjusted,8259,9062,803,8.9
16042,2020,September,Montague                                             ,County,Not Adjusted,8399,9033,634,7.0
16043,2020,December,Montague                                             ,County,Not Adjusted,8425,8984,559,6.2
16044,2020,March,Montgomery                                           ,County,Not Adjusted,272928,287022,14094,4.9
16045,2020,June,Montgomery                                           ,County,Not Adjusted,258484,287164,28680,10.0
16046,2020,September,Montgomery                                           ,County,Not Adjusted,260677,283138,22461,7.9
16047,2020,December,Montgomery                                           ,County,Not Adjusted,266590,286502,19912,7.0
16048,2020,March,Moore                                                ,County,Not Adjusted,10083,10433,350,3.4
16049,2020,June,Moore                                                ,County,Not Adjusted,10045,10576,531,5.0
16050,2020,September,Moore                                                ,County,Not Adjusted,10369,10787,418,3.9
16051,2020,December,Moore                                                ,County,Not Adjusted,10307,10711,404,3.8
16052,2020,March,Morris                                               ,County,Not Adjusted,4457,4798,341,7.1
16053,2020,June,Morris                                               ,County,Not Adjusted,4188,4886,698,14.3
16054,2020,September,Morris                                               ,County,Not Adjusted,4104,4761,657,13.8
16055,2020,December,Morris                                               ,County,Not Adjusted,4109,4742,633,13.3
16056,2020,March,Motley                                               ,County,Not Adjusted,426,451,25,5.5
16057,2020,June,Motley                                               ,County,Not Adjusted,413,439,26,5.9
16058,2020,September,Motley                                               ,County,Not Adjusted,408,430,22,5.1
16059,2020,December,Motley                                               ,County,Not Adjusted,398,415,17,4.1
16060,2020,March,Nacogdoches                                          ,County,Not Adjusted,26708,28217,1509,5.3
16061,2020,June,Nacogdoches                                          ,County,Not Adjusted,25156,27601,2445,8.9
16062,2020,September,Nacogdoches                                          ,County,Not Adjusted,26377,28279,1902,6.7
16063,2020,December,Nacogdoches                                          ,County,Not Adjusted,26663,28435,1772,6.2
16064,2020,March,Navarro                                              ,County,Not Adjusted,22080,23260,1180,5.1
16065,2020,June,Navarro                                              ,County,Not Adjusted,20960,22906,1946,8.5
16066,2020,September,Navarro                                              ,County,Not Adjusted,21971,23387,1416,6.1
16067,2020,December,Navarro                                              ,County,Not Adjusted,21906,23218,1312,5.7
16068,2020,March,Newton                                               ,County,Not Adjusted,4687,5176,489,9.4
16069,2020,June,Newton                                               ,County,Not Adjusted,4348,5056,708,14.0
16070,2020,September,Newton                                               ,County,Not Adjusted,4435,5024,589,11.7
16071,2020,December,Newton                                               ,County,Not Adjusted,4552,5082,530,10.4
16072,2020,March,Nolan                                                ,County,Not Adjusted,6845,7142,297,4.2
16073,2020,June,Nolan                                                ,County,Not Adjusted,6598,7096,498,7.0
16074,2020,September,Nolan                                                ,County,Not Adjusted,6863,7268,405,5.6
16075,2020,December,Nolan                                                ,County,Not Adjusted,6847,7261,414,5.7
16076,2020,March,Nueces                                               ,County,Not Adjusted,154476,164034,9558,5.8
16077,2020,June,Nueces                                               ,County,Not Adjusted,147857,166845,18988,11.4
16078,2020,September,Nueces                                               ,County,Not Adjusted,148366,163780,15414,9.4
16079,2020,December,Nueces                                               ,County,Not Adjusted,149655,162984,13329,8.2
16080,2020,March,Ochiltree                                            ,County,Not Adjusted,3994,4191,197,4.7
16081,2020,June,Ochiltree                                            ,County,Not Adjusted,3802,4117,315,7.7
16082,2020,September,Ochiltree                                            ,County,Not Adjusted,3753,4003,250,6.2
16083,2020,December,Ochiltree                                            ,County,Not Adjusted,3724,3956,232,5.9
16084,2020,March,Oldham                                               ,County,Not Adjusted,868,901,33,3.7
16085,2020,June,Oldham                                               ,County,Not Adjusted,843,880,37,4.2
16086,2020,September,Oldham                                               ,County,Not Adjusted,857,889,32,3.6
16087,2020,December,Oldham                                               ,County,Not Adjusted,866,909,43,4.7
16088,2020,March,Orange                                               ,County,Not Adjusted,33562,36209,2647,7.3
16089,2020,June,Orange                                               ,County,Not Adjusted,31172,36157,4985,13.8
16090,2020,September,Orange                                               ,County,Not Adjusted,31835,35906,4071,11.3
16091,2020,December,Orange                                               ,County,Not Adjusted,32694,36256,3562,9.8
16092,2020,March,Palo Pinto                                           ,County,Not Adjusted,12673,13260,587,4.4
16093,2020,June,Palo Pinto                                           ,County,Not Adjusted,12232,13498,1266,9.4
16094,2020,September,Palo Pinto                                           ,County,Not Adjusted,12199,13233,1034,7.8
16095,2020,December,Palo Pinto                                           ,County,Not Adjusted,12287,13208,921,7.0
16096,2020,March,Panola                                               ,County,Not Adjusted,8892,9522,630,6.6
16097,2020,June,Panola                                               ,County,Not Adjusted,8581,9605,1024,10.7
16098,2020,September,Panola                                               ,County,Not Adjusted,8487,9352,865,9.2
16099,2020,December,Panola                                               ,County,Not Adjusted,8537,9325,788,8.5
16100,2020,March,Parker                                               ,County,Not Adjusted,65469,68404,2935,4.3
16101,2020,June,Parker                                               ,County,Not Adjusted,62587,67973,5386,7.9
16102,2020,September,Parker                                               ,County,Not Adjusted,63993,68071,4078,6.0
16103,2020,December,Parker                                               ,County,Not Adjusted,66149,69801,3652,5.2
16104,2020,March,Parmer                                               ,County,Not Adjusted,4659,4807,148,3.1
16105,2020,June,Parmer                                               ,County,Not Adjusted,4646,4790,144,3.0
16106,2020,September,Parmer                                               ,County,Not Adjusted,4879,5008,129,2.6
16107,2020,December,Parmer                                               ,County,Not Adjusted,4952,5097,145,2.8
16108,2020,March,Pecos                                                ,County,Not Adjusted,5953,6280,327,5.2
16109,2020,June,Pecos                                                ,County,Not Adjusted,5726,6455,729,11.3
16110,2020,September,Pecos                                                ,County,Not Adjusted,6151,6753,602,8.9
16111,2020,December,Pecos                                                ,County,Not Adjusted,6162,6731,569,8.5
16112,2020,March,Polk                                                 ,County,Not Adjusted,16914,18182,1268,7.0
16113,2020,June,Polk                                                 ,County,Not Adjusted,16446,18489,2043,11.0
16114,2020,September,Polk                                                 ,County,Not Adjusted,16887,18585,1698,9.1
16115,2020,December,Polk                                                 ,County,Not Adjusted,17094,18751,1657,8.8
16116,2020,March,Potter                                               ,County,Not Adjusted,51587,53562,1975,3.7
16117,2020,June,Potter                                               ,County,Not Adjusted,50485,54629,4144,7.6
16118,2020,September,Potter                                               ,County,Not Adjusted,51578,54539,2961,5.4
16119,2020,December,Potter                                               ,County,Not Adjusted,52394,55132,2738,5.0
16120,2020,March,Presidio                                             ,County,Not Adjusted,2895,3234,339,10.5
16121,2020,June,Presidio                                             ,County,Not Adjusted,2664,3293,629,19.1
16122,2020,September,Presidio                                             ,County,Not Adjusted,2674,3216,542,16.9
16123,2020,December,Presidio                                             ,County,Not Adjusted,2727,3152,425,13.5
16124,2020,March,Rains                                                ,County,Not Adjusted,5729,5979,250,4.2
16125,2020,June,Rains                                                ,County,Not Adjusted,5609,5972,363,6.1
16126,2020,September,Rains                                                ,County,Not Adjusted,5751,6048,297,4.9
16127,2020,December,Rains                                                ,County,Not Adjusted,5969,6228,259,4.2
16128,2020,March,Randall                                              ,County,Not Adjusted,69689,72132,2443,3.4
16129,2020,June,Randall                                              ,County,Not Adjusted,68211,72666,4455,6.1
16130,2020,September,Randall                                              ,County,Not Adjusted,69588,72645,3057,4.2
16131,2020,December,Randall                                              ,County,Not Adjusted,70729,73646,2917,4.0
16132,2020,March,Reagan                                               ,County,Not Adjusted,1789,1868,79,4.2
16133,2020,June,Reagan                                               ,County,Not Adjusted,1606,1853,247,13.3
16134,2020,September,Reagan                                               ,County,Not Adjusted,1558,1780,222,12.5
16135,2020,December,Reagan                                               ,County,Not Adjusted,1543,1726,183,10.6
16136,2020,March,Real                                                 ,County,Not Adjusted,992,1061,69,6.5
16137,2020,June,Real                                                 ,County,Not Adjusted,983,1071,88,8.2
16138,2020,September,Real                                                 ,County,Not Adjusted,999,1079,80,7.4
16139,2020,December,Real                                                 ,County,Not Adjusted,1022,1096,74,6.8
16140,2020,March,Red River                                            ,County,Not Adjusted,4785,5095,310,6.1
16141,2020,June,Red River                                            ,County,Not Adjusted,4729,5147,418,8.1
16142,2020,September,Red River                                            ,County,Not Adjusted,4906,5236,330,6.3
16143,2020,December,Red River                                            ,County,Not Adjusted,4929,5261,332,6.3
16144,2020,March,Reeves                                               ,County,Not Adjusted,9686,10061,375,3.7
16145,2020,June,Reeves                                               ,County,Not Adjusted,7598,8485,887,10.5
16146,2020,September,Reeves                                               ,County,Not Adjusted,7315,8083,768,9.5
16147,2020,December,Reeves                                               ,County,Not Adjusted,7495,8168,673,8.2
16148,2020,March,Refugio                                              ,County,Not Adjusted,2927,3091,164,5.3
16149,2020,June,Refugio                                              ,County,Not Adjusted,2781,3121,340,10.9
16150,2020,September,Refugio                                              ,County,Not Adjusted,2785,3066,281,9.2
16151,2020,December,Refugio                                              ,County,Not Adjusted,2823,3078,255,8.3
16152,2020,March,Roberts                                              ,County,Not Adjusted,401,422,21,5.0
16153,2020,June,Roberts                                              ,County,Not Adjusted,384,404,20,5.0
16154,2020,September,Roberts                                              ,County,Not Adjusted,392,416,24,5.8
16155,2020,December,Roberts                                              ,County,Not Adjusted,396,413,17,4.1
16156,2020,March,Robertson                                            ,County,Not Adjusted,7182,7572,390,5.2
16157,2020,June,Robertson                                            ,County,Not Adjusted,6523,7128,605,8.5
16158,2020,September,Robertson                                            ,County,Not Adjusted,6860,7358,498,6.8
16159,2020,December,Robertson                                            ,County,Not Adjusted,6971,7454,483,6.5
16160,2020,March,Rockwall                                             ,County,Not Adjusted,50840,53058,2218,4.2
16161,2020,June,Rockwall                                             ,County,Not Adjusted,48647,53072,4425,8.3
16162,2020,September,Rockwall                                             ,County,Not Adjusted,50172,53283,3111,5.8
16163,2020,December,Rockwall                                             ,County,Not Adjusted,51654,54367,2713,5.0
16164,2020,March,Runnels                                              ,County,Not Adjusted,4375,4577,202,4.4
16165,2020,June,Runnels                                              ,County,Not Adjusted,4298,4600,302,6.6
16166,2020,September,Runnels                                              ,County,Not Adjusted,4277,4494,217,4.8
16167,2020,December,Runnels                                              ,County,Not Adjusted,4310,4513,203,4.5
16168,2020,March,Rusk                                                 ,County,Not Adjusted,21271,22495,1224,5.4
16169,2020,June,Rusk                                                 ,County,Not Adjusted,19932,21985,2053,9.3
16170,2020,September,Rusk                                                 ,County,Not Adjusted,20318,22079,1761,8.0
16171,2020,December,Rusk                                                 ,County,Not Adjusted,20612,22258,1646,7.4
16172,2020,March,Sabine                                               ,County,Not Adjusted,3449,3799,350,9.2
16173,2020,June,Sabine                                               ,County,Not Adjusted,3481,4001,520,13.0
16174,2020,September,Sabine                                               ,County,Not Adjusted,3544,3986,442,11.1
16175,2020,December,Sabine                                               ,County,Not Adjusted,3590,4030,440,10.9
16176,2020,March,San Augustine                                        ,County,Not Adjusted,2797,3040,243,8.0
16177,2020,June,San Augustine                                        ,County,Not Adjusted,2717,3074,357,11.6
16178,2020,September,San Augustine                                        ,County,Not Adjusted,2663,2985,322,10.8
16179,2020,December,San Augustine                                        ,County,Not Adjusted,2693,2994,301,10.1
16180,2020,March,San Jacinto                                          ,County,Not Adjusted,10982,11712,730,6.2
16181,2020,June,San Jacinto                                          ,County,Not Adjusted,10444,11631,1187,10.2
16182,2020,September,San Jacinto                                          ,County,Not Adjusted,10711,11727,1016,8.7
16183,2020,December,San Jacinto                                          ,County,Not Adjusted,10893,11887,994,8.4
16184,2020,March,San Patricio                                         ,County,Not Adjusted,27168,29384,2216,7.5
16185,2020,June,San Patricio                                         ,County,Not Adjusted,25984,29739,3755,12.6
16186,2020,September,San Patricio                                         ,County,Not Adjusted,26042,29167,3125,10.7
16187,2020,December,San Patricio                                         ,County,Not Adjusted,26265,29174,2909,10.0
16188,2020,March,San Saba                                             ,County,Not Adjusted,2263,2388,125,5.2
16189,2020,June,San Saba                                             ,County,Not Adjusted,1970,2109,139,6.6
16190,2020,September,San Saba                                             ,County,Not Adjusted,2016,2123,107,5.0
16191,2020,December,San Saba                                             ,County,Not Adjusted,2058,2170,112,5.2
16192,2020,March,Schleicher                                           ,County,Not Adjusted,1171,1227,56,4.6
16193,2020,June,Schleicher                                           ,County,Not Adjusted,1125,1246,121,9.7
16194,2020,September,Schleicher                                           ,County,Not Adjusted,1081,1177,96,8.2
16195,2020,December,Schleicher                                           ,County,Not Adjusted,1107,1199,92,7.7
16196,2020,March,Scurry                                               ,County,Not Adjusted,5991,6337,346,5.5
16197,2020,June,Scurry                                               ,County,Not Adjusted,5589,6311,722,11.4
16198,2020,September,Scurry                                               ,County,Not Adjusted,5655,6202,547,8.8
16199,2020,December,Scurry                                               ,County,Not Adjusted,5645,6158,513,8.3
16200,2020,March,Shackelford                                          ,County,Not Adjusted,1798,1867,69,3.7
16201,2020,June,Shackelford                                          ,County,Not Adjusted,1629,1759,130,7.4
16202,2020,September,Shackelford                                          ,County,Not Adjusted,1656,1756,100,5.7
16203,2020,December,Shackelford                                          ,County,Not Adjusted,1654,1747,93,5.3
16204,2020,March,Shelby                                               ,County,Not Adjusted,10534,11167,633,5.7
16205,2020,June,Shelby                                               ,County,Not Adjusted,10320,11355,1035,9.1
16206,2020,September,Shelby                                               ,County,Not Adjusted,10546,11383,837,7.4
16207,2020,December,Shelby                                               ,County,Not Adjusted,10552,11284,732,6.5
16208,2020,March,Sherman                                              ,County,Not Adjusted,1296,1345,49,3.6
16209,2020,June,Sherman                                              ,County,Not Adjusted,1222,1270,48,3.8
16210,2020,September,Sherman                                              ,County,Not Adjusted,1266,1305,39,3.0
16211,2020,December,Sherman                                              ,County,Not Adjusted,1261,1308,47,3.6
16212,2020,March,Smith                                                ,County,Not Adjusted,102094,107191,5097,4.8
16213,2020,June,Smith                                                ,County,Not Adjusted,100087,110050,9963,9.1
16214,2020,September,Smith                                                ,County,Not Adjusted,101450,108873,7423,6.8
16215,2020,December,Smith                                                ,County,Not Adjusted,103888,110435,6547,5.9
16216,2020,March,Somervell                                            ,County,Not Adjusted,4132,4343,211,4.9
16217,2020,June,Somervell                                            ,County,Not Adjusted,3951,4340,389,9.0
16218,2020,September,Somervell                                            ,County,Not Adjusted,4042,4328,286,6.6
16219,2020,December,Somervell                                            ,County,Not Adjusted,4178,4440,262,5.9
16220,2020,March,Starr                                                ,County,Not Adjusted,21747,26232,4485,17.1
16221,2020,June,Starr                                                ,County,Not Adjusted,21101,26543,5442,20.5
16222,2020,September,Starr                                                ,County,Not Adjusted,21404,25935,4531,17.5
16223,2020,December,Starr                                                ,County,Not Adjusted,21635,26202,4567,17.4
16224,2020,March,Stephens                                             ,County,Not Adjusted,3838,4016,178,4.4
16225,2020,June,Stephens                                             ,County,Not Adjusted,3698,4015,317,7.9
16226,2020,September,Stephens                                             ,County,Not Adjusted,3760,4048,288,7.1
16227,2020,December,Stephens                                             ,County,Not Adjusted,3831,4079,248,6.1
16228,2020,March,Sterling                                             ,County,Not Adjusted,547,573,26,4.5
16229,2020,June,Sterling                                             ,County,Not Adjusted,519,571,52,9.1
16230,2020,September,Sterling                                             ,County,Not Adjusted,515,555,40,7.2
16231,2020,December,Sterling                                             ,County,Not Adjusted,515,557,42,7.5
16232,2020,March,Stonewall                                            ,County,Not Adjusted,534,559,25,4.5
16233,2020,June,Stonewall                                            ,County,Not Adjusted,546,585,39,6.7
16234,2020,September,Stonewall                                            ,County,Not Adjusted,560,592,32,5.4
16235,2020,December,Stonewall                                            ,County,Not Adjusted,541,573,32,5.6
16236,2020,March,Sutton                                               ,County,Not Adjusted,1169,1243,74,6.0
16237,2020,June,Sutton                                               ,County,Not Adjusted,1086,1250,164,13.1
16238,2020,September,Sutton                                               ,County,Not Adjusted,1087,1223,136,11.1
16239,2020,December,Sutton                                               ,County,Not Adjusted,1073,1205,132,11.0
16240,2020,March,Swisher                                              ,County,Not Adjusted,2419,2544,125,4.9
