CoC Number,"Total Year-Round Beds (ES, TH, SH)","Total Non-DV Year-Round Beds (ES, TH, SH)","Total HMIS Year-Round Beds (ES, TH, SH)",Total Year-Round Beds (ES),Total Year-Round Beds (TH),Total Year-Round Beds (SH),"Total Units for Households with Children (ES, TH, SH)","Total Beds for Households with Children (ES, TH, SH)","Total Beds for Households without Children (ES, TH, SH)","Total Beds for Households with only Children (ES, TH, SH)","Dedicated Veteran Beds (ES, TH, SH)","Dedicated Youth Beds (ES, TH, SH)",Total Non-DV Year-Round Beds (ES),Total HMIS Year-Round Beds (ES),Total Seasonal Beds (ES),Total Overflow Beds (ES),Total Units for Households with Children (ES),Total Beds for Households with Children (ES),Total Beds for Households without Children (ES),Total Beds for Households with only Children (ES),Dedicated Veteran Beds (ES),Dedicated Youth Beds (ES),Total Non-DV Year-Round Beds (TH),Total HMIS Year-Round Beds (TH),Total Units for Households with Children (TH),Total Beds for Households with Children (TH),Total Beds for Households without Children (TH),Total Beds for Households with only Children (TH),Dedicated Veteran Beds (TH),Dedicated Youth Beds (TH),Total Non-DV Year-Round Beds (SH),Total HMIS Year-Round Beds (SH),Total Units for Households with Children (SH),Total Beds for Households with Children (SH),Total Beds for Households without Children (SH),Total Beds for Households with only Children (SH),Dedicated Veteran Beds (SH),Dedicated Youth Beds (SH),Total Year-Round Beds (RRH),Total Non-DV Year-Round Beds (RRH),Total HMIS Year-Round Beds (RRH),Total Units for Households with Children (RRH),Total Beds for Households with Children (RRH),Total Beds for Households without Children (RRH),Total Beds for Households with only Children (RRH),Dedicated Veteran Beds (RRH),Dedicated Youth Beds (RRH),Total Year-Round Beds (PSH),Total Non-DV Year-Round Beds (PSH),Total HMIS Year-Round Beds (PSH),Total Units for Households with Children (PSH),Total Beds for Households with Children (PSH),Total Beds for Households without Children (PSH),Total Beds for Households with only Children (PSH),Dedicated Veteran Beds (PSH),Dedicated Youth Beds (PSH),Dedicated Chronically Homeless Beds (PSH),Total Year-Round Beds (OPH),Total Non-DV Year-Round Beds (OPH),Total HMIS Year-Round Beds (OPH),Total Units for Households with Children (OPH),Total Beds for Households with Children (OPH),Total Beds for Households without Children (OPH),Total Beds for Households with only Children (OPH),Dedicated Veteran Beds (OPH),Dedicated Youth Beds (OPH),"(percentage) HMIS Participation Rate for Year-Round Beds (ES, TH, SH)",(percentage) HMIS Participation Rate for Year-Round Beds (ES),(percentage) HMIS Participation Rate for Year-Round Beds (TH),(percentage) HMIS Participation Rate for Year-Round Beds (RRH),(percentage) HMIS Participation Rate for Year-Round Beds (PSH)
36.0,77527.0,74034.0,65338.0,74107.0,3380.0,40.0,14077.0,44048.0,33469.0,10.0,353.0,1153.0,70707.0,64559.0,0.0,422.0,14024.0,43922.0,30183.0,2.0,158.0,405.0,3287.0,779.0,53.0,126.0,3246.0,8.0,155.0,748.0,40.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,659.0,615.0,615.0,109.0,293.0,366.0,0.0,213.0,141.0,34119.0,33586.0,13418.0,2626.0,7318.0,26762.0,39.0,5358.0,924.0,21994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.28,87.12,23.05,93.32,39.33
36.0,608.0,530.0,530.0,432.0,176.0,0.0,105.0,327.0,269.0,12.0,0.0,14.0,396.0,396.0,0.0,17.0,81.0,253.0,167.0,12.0,0.0,14.0,134.0,134.0,24.0,74.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,256.0,256.0,226.0,23.0,66.0,190.0,0.0,52.0,25.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.17,91.67,76.14,100.0,88.28
36.0,289.0,272.0,241.0,235.0,54.0,0.0,51.0,130.0,146.0,13.0,0.0,79.0,218.0,187.0,49.0,202.0,35.0,86.0,136.0,13.0,0.0,49.0,54.0,54.0,16.0,44.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,22.0,5.0,11.0,16.0,2.0,0.0,3.0,313.0,297.0,268.0,54.0,133.0,180.0,0.0,67.0,69.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.39,79.57,100.0,75.86,85.62
36.0,3766.0,3694.0,3567.0,3552.0,188.0,26.0,771.0,2673.0,1056.0,37.0,105.0,86.0,3493.0,3366.0,0.0,0.0,754.0,2610.0,915.0,27.0,29.0,71.0,175.0,175.0,17.0,63.0,115.0,10.0,50.0,15.0,26.0,26.0,0.0,0.0,26.0,0.0,26.0,0.0,404.0,372.0,372.0,106.0,350.0,54.0,0.0,29.0,0.0,2246.0,2242.0,2179.0,379.0,1217.0,1029.0,0.0,876.0,5.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.72,94.76,93.09,92.08,97.02
36.0,1720.0,1679.0,1681.0,1047.0,673.0,0.0,412.0,1214.0,492.0,14.0,23.0,40.0,1008.0,1008.0,46.0,98.0,207.0,599.0,434.0,14.0,11.0,14.0,671.0,673.0,205.0,615.0,58.0,0.0,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,285.0,285.0,83.0,250.0,35.0,0.0,8.0,10.0,1504.0,1504.0,1318.0,178.0,454.0,1050.0,0.0,373.0,64.0,0.0,2820.0,2820.0,2775.0,643.0,2388.0,432.0,0.0,0.0,0.0,97.73,96.28,100.0,100.0,87.63
36.0,94.0,81.0,81.0,44.0,50.0,0.0,13.0,39.0,55.0,0.0,0.0,0.0,31.0,31.0,54.0,4.0,13.0,39.0,5.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,41.0,41.0,16.0,39.0,6.0,0.0,0.0,0.0,83.0,83.0,75.0,12.0,34.0,49.0,0.0,8.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.17,70.45,100.0,91.11,90.36
36.0,102.0,85.0,85.0,90.0,12.0,0.0,9.0,39.0,45.0,18.0,8.0,26.0,73.0,73.0,25.0,304.0,9.0,39.0,37.0,14.0,8.0,14.0,12.0,12.0,0.0,0.0,8.0,4.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,12.0,12.0,6.0,17.0,0.0,0.0,0.0,0.0,135.0,135.0,135.0,32.0,84.0,51.0,0.0,0.0,0.0,26.0,20.0,20.0,20.0,6.0,20.0,0.0,0.0,0.0,0.0,83.33,81.11,100.0,70.59,100.0
37.0,1151.0,999.0,992.0,864.0,267.0,20.0,73.0,313.0,818.0,20.0,156.0,65.0,797.0,797.0,56.0,127.0,42.0,222.0,622.0,20.0,12.0,56.0,182.0,175.0,31.0,91.0,176.0,0.0,124.0,9.0,20.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,1284.0,1217.0,1011.0,240.0,905.0,379.0,0.0,75.0,122.0,1915.0,1915.0,1915.0,259.0,827.0,1088.0,0.0,338.0,70.0,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.19,92.25,65.54,78.74,100.0
37.0,540.0,447.0,242.0,439.0,101.0,0.0,100.0,275.0,253.0,12.0,2.0,12.0,390.0,219.0,58.0,26.0,74.0,221.0,206.0,12.0,2.0,12.0,57.0,23.0,26.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,404.0,404.0,86.0,366.0,38.0,0.0,30.0,0.0,1292.0,1194.0,1030.0,191.0,466.0,826.0,0.0,248.0,14.0,419.0,171.0,171.0,0.0,22.0,42.0,129.0,0.0,0.0,0.0,44.81,49.89,22.77,100.0,79.72
37.0,1442.0,1397.0,1204.0,1297.0,105.0,40.0,103.0,383.0,1059.0,0.0,114.0,124.0,1252.0,1059.0,82.0,160.0,102.0,381.0,916.0,0.0,6.0,109.0,105.0,105.0,1.0,2.0,103.0,0.0,88.0,15.0,40.0,40.0,0.0,0.0,40.0,0.0,20.0,0.0,893.0,893.0,893.0,201.0,615.0,278.0,0.0,139.0,20.0,5340.0,5340.0,4779.0,655.0,2364.0,2976.0,0.0,676.0,97.0,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.5,81.65,100.0,100.0,89.49
37.0,1296.0,1092.0,1092.0,1141.0,155.0,0.0,169.0,589.0,688.0,19.0,75.0,70.0,1021.0,1021.0,55.0,289.0,143.0,507.0,618.0,16.0,39.0,16.0,71.0,71.0,26.0,82.0,70.0,3.0,36.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.0,611.0,637.0,133.0,484.0,153.0,0.0,46.0,57.0,2737.0,2737.0,2716.0,190.0,606.0,2131.0,0.0,519.0,0.0,2257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.26,89.48,45.81,100.0,99.23
37.0,184.0,160.0,24.0,173.0,11.0,0.0,34.0,111.0,73.0,0.0,0.0,10.0,149.0,13.0,0.0,0.0,31.0,102.0,71.0,0.0,0.0,10.0,11.0,11.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,34.0,102.0,45.0,0.0,2.0,0.0,496.0,496.0,496.0,100.0,345.0,151.0,0.0,0.0,0.0,150.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,4.0,0.0,13.04,7.51,100.0,100.0,100.0
37.0,525.0,467.0,467.0,410.0,115.0,0.0,47.0,133.0,384.0,8.0,52.0,98.0,352.0,352.0,60.0,0.0,39.0,117.0,285.0,8.0,12.0,36.0,115.0,115.0,8.0,16.0,99.0,0.0,40.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0,243.0,243.0,68.0,210.0,93.0,0.0,13.0,46.0,1422.0,1422.0,1168.0,161.0,492.0,930.0,0.0,219.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.95,85.85,100.0,80.2,82.14
37.0,495.0,359.0,359.0,286.0,187.0,22.0,45.0,136.0,337.0,22.0,48.0,35.0,218.0,218.0,0.0,15.0,34.0,96.0,174.0,16.0,6.0,16.0,119.0,119.0,11.0,40.0,141.0,6.0,30.0,19.0,22.0,22.0,0.0,0.0,22.0,0.0,12.0,0.0,195.0,126.0,126.0,41.0,136.0,59.0,0.0,11.0,9.0,701.0,701.0,620.0,79.0,227.0,474.0,0.0,89.0,12.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.53,76.22,63.64,64.62,88.45
37.0,3326.0,2434.0,1923.0,2476.0,840.0,10.0,582.0,1748.0,1573.0,5.0,111.0,43.0,1754.0,1324.0,97.0,40.0,387.0,1216.0,1255.0,5.0,35.0,5.0,670.0,589.0,195.0,532.0,308.0,0.0,76.0,38.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,2006.0,2001.0,2001.0,410.0,1224.0,782.0,0.0,211.0,148.0,3658.0,3613.0,2881.0,604.0,1666.0,1992.0,0.0,786.0,41.0,2693.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,57.82,53.47,70.12,99.75,78.76
37.0,294.0,192.0,192.0,271.0,23.0,0.0,73.0,191.0,103.0,0.0,0.0,0.0,192.0,192.0,0.0,17.0,66.0,169.0,102.0,0.0,0.0,0.0,0.0,0.0,7.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,48.0,156.0,44.0,0.0,4.0,0.0,563.0,563.0,494.0,53.0,149.0,414.0,0.0,62.0,10.0,405.0,14.0,14.0,14.0,1.0,2.0,12.0,0.0,0.0,0.0,65.31,70.85,0.0,100.0,87.74
38.0,201.0,145.0,98.0,127.0,74.0,0.0,28.0,72.0,117.0,12.0,0.0,33.0,71.0,43.0,58.0,41.0,19.0,41.0,74.0,12.0,0.0,12.0,74.0,55.0,9.0,31.0,43.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,20.0,20.0,16.0,39.0,9.0,0.0,0.0,2.0,18.0,18.0,10.0,6.0,8.0,10.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.76,33.86,74.32,41.67,55.56
38.0,831.0,686.0,674.0,541.0,265.0,25.0,99.0,268.0,558.0,5.0,36.0,58.0,436.0,424.0,0.0,72.0,70.0,183.0,353.0,5.0,0.0,5.0,225.0,225.0,29.0,85.0,180.0,0.0,36.0,53.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,181.0,181.0,181.0,54.0,124.0,57.0,0.0,53.0,7.0,589.0,589.0,311.0,15.0,56.0,533.0,0.0,278.0,8.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.11,78.37,84.91,100.0,52.8
38.0,1172.0,1036.0,836.0,992.0,180.0,0.0,81.0,333.0,833.0,6.0,45.0,35.0,856.0,737.0,0.0,218.0,50.0,247.0,742.0,3.0,10.0,21.0,180.0,99.0,31.0,86.0,91.0,3.0,35.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.0,24.0,91.0,45.0,0.0,47.0,0.0,880.0,880.0,604.0,40.0,144.0,736.0,0.0,288.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.33,74.29,55.0,100.0,68.64
38.0,121.0,102.0,90.0,59.0,62.0,0.0,16.0,40.0,78.0,3.0,28.0,3.0,40.0,40.0,66.0,4.0,6.0,20.0,36.0,3.0,28.0,3.0,62.0,50.0,10.0,20.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,22.0,10.0,22.0,0.0,0.0,0.0,0.0,116.0,116.0,98.0,15.0,38.0,78.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.38,67.8,80.65,100.0,84.48
38.0,382.0,241.0,44.0,380.0,2.0,0.0,43.0,124.0,235.0,23.0,19.0,23.0,239.0,44.0,0.0,54.0,42.0,122.0,235.0,23.0,19.0,23.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,122.0,113.0,19.0,61.0,61.0,0.0,64.0,0.0,155.0,155.0,43.0,24.0,79.0,76.0,0.0,112.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.52,11.58,0.0,92.62,27.74
39.0,636.0,617.0,617.0,509.0,127.0,0.0,66.0,199.0,418.0,19.0,29.0,31.0,490.0,490.0,0.0,0.0,45.0,136.0,361.0,12.0,5.0,12.0,127.0,127.0,21.0,63.0,57.0,7.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,191.0,191.0,41.0,134.0,60.0,0.0,22.0,18.0,697.0,697.0,697.0,65.0,196.0,501.0,0.0,325.0,25.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.01,96.27,100.0,98.45,100.0
39.0,2424.0,2313.0,2087.0,1678.0,746.0,0.0,134.0,423.0,1997.0,4.0,222.0,152.0,1567.0,1341.0,0.0,0.0,117.0,379.0,1299.0,0.0,110.0,68.0,746.0,746.0,17.0,44.0,698.0,4.0,112.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291.0,2026.0,1757.0,550.0,1789.0,494.0,8.0,97.0,189.0,4947.0,4873.0,4207.0,519.0,1734.0,3213.0,0.0,804.0,67.0,2181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.1,79.92,100.0,76.69,85.04
39.0,473.0,442.0,254.0,214.0,259.0,0.0,52.0,143.0,315.0,15.0,65.0,15.0,183.0,121.0,60.0,0.0,23.0,80.0,119.0,15.0,10.0,15.0,259.0,133.0,29.0,63.0,196.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,86.0,86.0,17.0,54.0,32.0,0.0,42.0,0.0,467.0,467.0,154.0,197.0,286.0,181.0,0.0,313.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7,56.54,51.35,100.0,32.98
39.0,338.0,314.0,230.0,242.0,96.0,0.0,25.0,76.0,238.0,24.0,0.0,29.0,218.0,198.0,118.0,17.0,17.0,54.0,184.0,4.0,0.0,7.0,96.0,32.0,8.0,22.0,54.0,20.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0,109.0,16.0,55.0,54.0,0.0,0.0,0.0,201.0,201.0,3.0,19.0,40.0,161.0,0.0,187.0,3.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.05,81.82,33.33,100.0,1.49
39.0,627.0,597.0,345.0,314.0,313.0,0.0,41.0,136.0,481.0,10.0,36.0,25.0,284.0,175.0,225.0,0.0,17.0,48.0,256.0,10.0,6.0,11.0,313.0,170.0,24.0,88.0,225.0,0.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,226.0,144.0,44.0,167.0,60.0,0.0,31.0,0.0,239.0,239.0,35.0,29.0,172.0,67.0,0.0,204.0,68.0,2.0,59.0,59.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,55.02,55.73,54.31,63.44,14.64
39.0,1064.0,917.0,916.0,548.0,516.0,0.0,256.0,386.0,642.0,36.0,14.0,89.0,449.0,448.0,296.0,0.0,120.0,242.0,281.0,25.0,0.0,26.0,468.0,468.0,136.0,144.0,361.0,11.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,907.0,871.0,396.0,651.0,306.0,0.0,341.0,26.0,178.0,178.0,178.0,41.0,105.0,73.0,0.0,0.0,0.0,55.0,93.0,93.0,22.0,78.0,78.0,15.0,0.0,0.0,0.0,86.09,81.75,90.7,91.01,100.0
39.0,261.0,229.0,229.0,125.0,126.0,10.0,47.0,156.0,103.0,2.0,93.0,15.0,101.0,101.0,96.0,14.0,31.0,117.0,6.0,2.0,0.0,5.0,118.0,118.0,16.0,39.0,87.0,0.0,93.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,231.0,213.0,213.0,62.0,211.0,20.0,0.0,19.0,0.0,509.0,509.0,509.0,43.0,166.0,343.0,0.0,257.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.74,80.8,93.65,92.21,100.0
39.0,134.0,80.0,80.0,99.0,35.0,0.0,37.0,104.0,30.0,0.0,15.0,22.0,45.0,45.0,0.0,0.0,25.0,77.0,22.0,0.0,15.0,0.0,35.0,35.0,12.0,27.0,8.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,143.0,143.0,39.0,131.0,33.0,0.0,37.0,3.0,401.0,394.0,394.0,58.0,180.0,221.0,0.0,197.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,45.45,100.0,87.2,98.25
40.0,5222.0,4923.0,4389.0,3878.0,1090.0,254.0,697.0,2193.0,3006.0,23.0,168.0,274.0,3668.0,3235.0,452.0,135.0,452.0,1474.0,2381.0,23.0,27.0,85.0,1001.0,919.0,245.0,719.0,371.0,0.0,110.0,165.0,254.0,235.0,0.0,0.0,254.0,0.0,31.0,24.0,1236.0,1090.0,1090.0,307.0,973.0,263.0,0.0,85.0,128.0,5131.0,5131.0,3942.0,658.0,2191.0,2940.0,0.0,1290.0,50.0,1715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.05,83.42,84.31,88.19,76.83
40.0,347.0,323.0,229.0,181.0,141.0,25.0,61.0,166.0,181.0,0.0,16.0,11.0,165.0,87.0,81.0,2.0,28.0,79.0,102.0,0.0,0.0,0.0,133.0,117.0,33.0,87.0,54.0,0.0,16.0,11.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,129.0,120.0,117.0,58.0,105.0,24.0,0.0,3.0,4.0,214.0,214.0,214.0,28.0,65.0,149.0,0.0,96.0,0.0,36.0,28.0,28.0,28.0,3.0,4.0,24.0,0.0,8.0,0.0,65.99,48.07,82.98,90.7,100.0
40.0,407.0,372.0,352.0,328.0,79.0,0.0,75.0,213.0,194.0,0.0,0.0,2.0,293.0,273.0,0.0,0.0,51.0,167.0,161.0,0.0,0.0,2.0,79.0,79.0,24.0,46.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,237.0,237.0,58.0,187.0,50.0,0.0,26.0,0.0,415.0,415.0,415.0,55.0,150.0,265.0,0.0,93.0,5.0,78.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,86.49,83.23,100.0,100.0,100.0
40.0,219.0,159.0,159.0,101.0,118.0,0.0,29.0,103.0,116.0,0.0,14.0,8.0,77.0,77.0,0.0,40.0,8.0,24.0,77.0,0.0,0.0,0.0,82.0,82.0,21.0,79.0,39.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,114.0,114.0,29.0,74.0,40.0,0.0,6.0,33.0,383.0,383.0,307.0,82.0,259.0,124.0,0.0,107.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6,76.24,69.49,100.0,80.16
40.0,213.0,168.0,155.0,161.0,52.0,0.0,45.0,136.0,77.0,0.0,0.0,0.0,143.0,130.0,39.0,30.0,30.0,92.0,69.0,0.0,0.0,0.0,25.0,25.0,15.0,44.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,261.0,261.0,61.0,202.0,59.0,0.0,0.0,18.0,199.0,199.0,199.0,28.0,85.0,114.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.77,80.75,48.08,100.0,100.0
40.0,534.0,466.0,407.0,229.0,305.0,0.0,52.0,165.0,369.0,0.0,227.0,0.0,214.0,161.0,19.0,0.0,35.0,112.0,117.0,0.0,10.0,0.0,252.0,246.0,17.0,53.0,252.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,147.0,35.0,116.0,31.0,0.0,20.0,13.0,246.0,246.0,246.0,25.0,82.0,164.0,0.0,0.0,8.0,26.0,60.0,56.0,41.0,0.0,0.0,60.0,0.0,0.0,0.0,76.22,70.31,80.66,100.0,100.0
40.0,405.0,339.0,339.0,207.0,198.0,0.0,41.0,148.0,257.0,0.0,5.0,17.0,157.0,157.0,126.0,68.0,22.0,92.0,115.0,0.0,0.0,16.0,182.0,182.0,19.0,56.0,142.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,2.0,6.0,3.0,0.0,0.0,0.0,420.0,420.0,420.0,70.0,273.0,147.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,75.85,91.92,100.0,100.0
40.0,135.0,122.0,122.0,51.0,73.0,11.0,19.0,54.0,81.0,0.0,30.0,8.0,48.0,48.0,22.0,6.0,5.0,18.0,33.0,0.0,0.0,0.0,63.0,63.0,14.0,36.0,37.0,0.0,23.0,8.0,11.0,11.0,0.0,0.0,11.0,0.0,7.0,0.0,139.0,106.0,101.0,35.0,131.0,8.0,0.0,5.0,16.0,232.0,232.0,164.0,34.0,125.0,107.0,0.0,76.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.37,94.12,86.3,72.66,70.69
40.0,1965.0,1551.0,1083.0,1331.0,634.0,0.0,307.0,1100.0,836.0,29.0,60.0,61.0,987.0,704.0,284.0,46.0,190.0,731.0,573.0,27.0,8.0,27.0,564.0,379.0,117.0,369.0,263.0,2.0,52.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.0,832.0,832.0,206.0,714.0,238.0,0.0,40.0,29.0,1244.0,1244.0,799.0,154.0,496.0,748.0,0.0,439.0,0.0,805.0,144.0,144.0,36.0,18.0,56.0,88.0,0.0,4.0,0.0,55.11,52.89,59.78,87.39,64.23
40.0,393.0,334.0,334.0,276.0,117.0,0.0,57.0,227.0,166.0,0.0,22.0,0.0,238.0,238.0,80.0,0.0,44.0,187.0,89.0,0.0,0.0,0.0,96.0,96.0,13.0,40.0,77.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,180.0,180.0,68.0,114.0,66.0,0.0,0.0,0.0,144.0,144.0,144.0,14.0,47.0,97.0,0.0,4.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99,86.23,82.05,100.0,100.0
40.0,292.0,276.0,263.0,115.0,177.0,0.0,72.0,250.0,38.0,4.0,0.0,4.0,99.0,91.0,77.0,0.0,18.0,92.0,19.0,4.0,0.0,4.0,177.0,172.0,54.0,158.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,171.0,171.0,33.0,107.0,64.0,0.0,1.0,23.0,125.0,125.0,99.0,10.0,31.0,94.0,0.0,26.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.07,79.13,97.18,100.0,79.2
40.0,370.0,287.0,287.0,267.0,103.0,0.0,55.0,194.0,176.0,0.0,0.0,17.0,229.0,229.0,0.0,6.0,28.0,114.0,153.0,0.0,0.0,12.0,58.0,58.0,27.0,80.0,23.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,141.0,177.0,60.0,162.0,31.0,0.0,9.0,36.0,244.0,244.0,244.0,16.0,63.0,181.0,0.0,53.0,0.0,172.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,77.57,85.77,56.31,91.71,100.0
40.0,690.0,595.0,595.0,523.0,159.0,8.0,116.0,327.0,363.0,0.0,80.0,18.0,428.0,428.0,139.0,5.0,106.0,300.0,223.0,0.0,19.0,18.0,159.0,159.0,10.0,27.0,132.0,0.0,53.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,0.0,854.0,698.0,650.0,158.0,528.0,326.0,0.0,51.0,83.0,2315.0,2315.0,1938.0,413.0,1344.0,971.0,0.0,485.0,5.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23,81.84,100.0,76.11,83.71
40.0,1054.0,789.0,407.0,772.0,282.0,0.0,143.0,479.0,575.0,0.0,113.0,0.0,533.0,202.0,20.0,28.0,95.0,334.0,438.0,0.0,51.0,0.0,256.0,205.0,48.0,145.0,137.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,645.0,645.0,147.0,458.0,257.0,0.0,76.0,68.0,1320.0,1235.0,912.0,224.0,676.0,644.0,0.0,319.0,0.0,952.0,68.0,68.0,55.0,0.0,0.0,68.0,0.0,13.0,0.0,38.61,26.17,72.7,90.21,69.09
