Year (CY),Type,Source,Implementing Department,Action Category,Direct/Indirect?,Targeted at Homelessness?,Actionable?,Status of the Recommendation/Resolution 
2014.0,0.0,240.0,9.0,4.0,0.0,0.0,2.0,20.0
2015.0,2.0,176.0,2.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,179.0,8.0,4.0,1.0,0.0,1.0,20.0
2015.0,2.0,178.0,8.0,4.0,1.0,0.0,1.0,20.0
2015.0,2.0,181.0,13.0,6.0,1.0,0.0,1.0,20.0
2015.0,2.0,182.0,8.0,4.0,1.0,0.0,1.0,20.0
2015.0,2.0,183.0,12.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,170.0,8.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,169.0,8.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,168.0,8.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,167.0,8.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,166.0,8.0,1.0,0.0,0.0,0.0,34.0
2015.0,2.0,165.0,8.0,1.0,0.0,0.0,0.0,34.0
2016.0,2.0,197.0,8.0,1.0,1.0,0.0,1.0,20.0
2016.0,2.0,185.0,2.0,1.0,0.0,0.0,0.0,34.0
2016.0,2.0,184.0,8.0,4.0,1.0,0.0,1.0,20.0
2016.0,2.0,188.0,8.0,1.0,1.0,0.0,1.0,20.0
2016.0,2.0,190.0,2.0,1.0,0.0,0.0,0.0,34.0
2016.0,2.0,194.0,8.0,4.0,1.0,0.0,1.0,20.0
2016.0,2.0,200.0,8.0,1.0,1.0,0.0,1.0,20.0
2016.0,2.0,192.0,8.0,4.0,1.0,0.0,1.0,20.0
2016.0,2.0,191.0,8.0,1.0,1.0,0.0,1.0,20.0
2016.0,2.0,195.0,8.0,5.0,1.0,0.0,1.0,20.0
2016.0,2.0,196.0,8.0,4.0,1.0,0.0,1.0,20.0
2016.0,2.0,199.0,8.0,0.0,1.0,0.0,1.0,20.0
2016.0,2.0,198.0,8.0,0.0,1.0,0.0,1.0,20.0
2014.0,1.0,263.0,6.0,6.0,1.0,0.0,1.0,2.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,2.0,202.0,8.0,0.0,1.0,0.0,1.0,20.0
2016.0,2.0,204.0,8.0,2.0,1.0,0.0,1.0,20.0
2016.0,2.0,203.0,2.0,1.0,0.0,0.0,0.0,34.0
2017.0,2.0,208.0,8.0,5.0,1.0,0.0,1.0,20.0
2017.0,2.0,207.0,8.0,1.0,0.0,1.0,1.0,20.0
2017.0,2.0,206.0,8.0,5.0,1.0,0.0,1.0,20.0
2017.0,2.0,205.0,8.0,4.0,1.0,0.0,1.0,20.0
2017.0,2.0,209.0,13.0,1.0,0.0,0.0,0.0,34.0
2017.0,2.0,211.0,2.0,1.0,0.0,0.0,0.0,34.0
2017.0,2.0,210.0,8.0,1.0,1.0,0.0,1.0,20.0
2017.0,2.0,213.0,13.0,4.0,0.0,0.0,0.0,34.0
2017.0,2.0,216.0,8.0,4.0,1.0,0.0,1.0,20.0
2017.0,2.0,215.0,8.0,4.0,1.0,0.0,1.0,20.0
2001.0,4.0,265.0,9.0,6.0,1.0,0.0,1.0,20.0
2017.0,2.0,218.0,8.0,1.0,1.0,0.0,1.0,20.0
2017.0,2.0,224.0,8.0,6.0,1.0,0.0,1.0,20.0
2017.0,2.0,223.0,8.0,6.0,1.0,0.0,1.0,20.0
2017.0,2.0,222.0,11.0,6.0,1.0,0.0,1.0,20.0
2017.0,2.0,228.0,8.0,1.0,1.0,0.0,1.0,20.0
2017.0,2.0,227.0,8.0,6.0,1.0,1.0,1.0,20.0
2017.0,2.0,226.0,8.0,2.0,0.0,1.0,1.0,20.0
2012.0,2.0,113.0,8.0,6.0,1.0,0.0,1.0,20.0
2012.0,2.0,114.0,8.0,0.0,1.0,0.0,1.0,20.0
2012.0,2.0,115.0,2.0,1.0,1.0,0.0,1.0,34.0
2012.0,2.0,116.0,13.0,6.0,1.0,0.0,1.0,34.0
2012.0,2.0,118.0,8.0,6.0,1.0,0.0,1.0,20.0
2012.0,2.0,127.0,8.0,4.0,1.0,0.0,1.0,20.0
2012.0,2.0,120.0,8.0,2.0,1.0,0.0,1.0,20.0
2012.0,2.0,119.0,2.0,1.0,1.0,0.0,1.0,34.0
2012.0,2.0,121.0,8.0,5.0,1.0,0.0,1.0,20.0
2012.0,2.0,124.0,8.0,2.0,1.0,0.0,1.0,20.0
2012.0,2.0,125.0,8.0,1.0,1.0,0.0,1.0,20.0
2012.0,2.0,126.0,8.0,7.0,1.0,1.0,1.0,20.0
2014.0,1.0,252.0,2.0,6.0,1.0,1.0,1.0,20.0
2012.0,2.0,132.0,8.0,1.0,1.0,0.0,1.0,20.0
2012.0,2.0,131.0,8.0,6.0,1.0,0.0,1.0,20.0
2014.0,2.0,143.0,8.0,1.0,0.0,0.0,0.0,34.0
2012.0,2.0,130.0,8.0,1.0,1.0,0.0,1.0,20.0
2012.0,2.0,128.0,13.0,4.0,1.0,0.0,1.0,34.0
2013.0,2.0,134.0,8.0,4.0,1.0,0.0,1.0,20.0
2013.0,2.0,135.0,8.0,4.0,1.0,0.0,1.0,20.0
2013.0,2.0,137.0,8.0,6.0,1.0,0.0,1.0,20.0
2013.0,2.0,138.0,8.0,5.0,1.0,0.0,1.0,20.0
2013.0,2.0,139.0,8.0,7.0,1.0,0.0,1.0,20.0
2013.0,2.0,140.0,8.0,2.0,1.0,0.0,1.0,20.0
2013.0,2.0,256.0,13.0,6.0,1.0,0.0,1.0,34.0
2017.0,0.0,232.0,9.0,6.0,1.0,0.0,1.0,20.0
2014.0,2.0,141.0,8.0,4.0,1.0,0.0,1.0,20.0
2014.0,2.0,142.0,8.0,6.0,1.0,0.0,1.0,20.0
2012.0,2.0,122.0,13.0,5.0,1.0,0.0,1.0,34.0
2014.0,2.0,144.0,8.0,1.0,0.0,0.0,0.0,34.0
2014.0,2.0,145.0,8.0,1.0,0.0,0.0,0.0,34.0
2014.0,2.0,146.0,8.0,1.0,0.0,0.0,0.0,34.0
2014.0,2.0,147.0,8.0,1.0,0.0,0.0,0.0,34.0
2014.0,2.0,148.0,8.0,4.0,1.0,0.0,1.0,20.0
2014.0,2.0,150.0,13.0,1.0,0.0,0.0,0.0,34.0
2006.0,2.0,66.0,8.0,1.0,1.0,0.0,1.0,20.0
2014.0,2.0,151.0,13.0,1.0,0.0,0.0,0.0,34.0
2014.0,2.0,152.0,8.0,4.0,1.0,0.0,1.0,20.0
2014.0,2.0,153.0,15.0,6.0,1.0,0.0,1.0,20.0
2014.0,2.0,154.0,13.0,5.0,1.0,0.0,1.0,20.0
2014.0,2.0,156.0,8.0,4.0,1.0,0.0,1.0,20.0
2014.0,2.0,158.0,8.0,6.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2014.0,2.0,159.0,8.0,0.0,1.0,0.0,1.0,20.0
2014.0,2.0,161.0,8.0,4.0,1.0,0.0,1.0,20.0
2011.0,2.0,103.0,8.0,1.0,1.0,0.0,1.0,20.0
2011.0,2.0,106.0,8.0,1.0,1.0,0.0,1.0,20.0
2011.0,2.0,105.0,8.0,1.0,1.0,0.0,1.0,20.0
2014.0,2.0,162.0,8.0,4.0,1.0,0.0,1.0,20.0
2014.0,2.0,163.0,8.0,1.0,1.0,0.0,1.0,20.0
2014.0,2.0,164.0,8.0,6.0,1.0,0.0,1.0,20.0
2014.0,1.0,263.0,6.0,6.0,0.0,0.0,2.0,22.0
2012.0,2.0,117.0,8.0,6.0,1.0,0.0,1.0,20.0
2012.0,2.0,129.0,8.0,5.0,1.0,0.0,1.0,20.0
2011.0,2.0,104.0,8.0,4.0,1.0,0.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2011.0,2.0,109.0,8.0,1.0,1.0,0.0,1.0,34.0
2011.0,2.0,110.0,8.0,4.0,1.0,0.0,1.0,20.0
2011.0,2.0,112.0,8.0,4.0,1.0,0.0,1.0,20.0
2011.0,2.0,111.0,8.0,1.0,1.0,0.0,1.0,34.0
2004.0,2.0,47.0,13.0,1.0,0.0,0.0,0.0,34.0
2004.0,2.0,50.0,13.0,1.0,0.0,0.0,0.0,34.0
2004.0,2.0,49.0,13.0,1.0,0.0,0.0,0.0,34.0
2004.0,2.0,48.0,13.0,1.0,0.0,0.0,0.0,34.0
2017.0,1.0,247.0,7.0,6.0,1.0,0.0,1.0,22.0
2004.0,2.0,52.0,8.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,41.0
2004.0,2.0,55.0,8.0,0.0,1.0,0.0,1.0,20.0
2005.0,2.0,59.0,8.0,0.0,1.0,0.0,1.0,20.0
2002.0,2.0,37.0,8.0,0.0,1.0,0.0,1.0,20.0
2005.0,2.0,60.0,2.0,4.0,1.0,0.0,1.0,20.0
2005.0,2.0,62.0,8.0,0.0,1.0,0.0,1.0,20.0
2012.0,0.0,237.0,9.0,4.0,1.0,1.0,1.0,20.0
2006.0,2.0,64.0,8.0,4.0,1.0,0.0,1.0,20.0
2006.0,2.0,65.0,8.0,5.0,1.0,0.0,1.0,20.0
2007.0,2.0,68.0,9.0,1.0,1.0,0.0,1.0,20.0
2000.0,2.0,9.0,8.0,1.0,0.0,0.0,0.0,34.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2000.0,2.0,10.0,8.0,0.0,1.0,0.0,1.0,20.0
2000.0,2.0,11.0,8.0,1.0,1.0,0.0,1.0,34.0
2002.0,2.0,28.0,8.0,0.0,0.0,0.0,0.0,34.0
2000.0,2.0,13.0,8.0,1.0,0.0,0.0,0.0,34.0
2000.0,2.0,14.0,8.0,4.0,0.0,0.0,0.0,34.0
2000.0,2.0,15.0,9.0,0.0,1.0,0.0,1.0,34.0
2001.0,2.0,17.0,3.0,5.0,0.0,0.0,0.0,34.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2001.0,2.0,18.0,8.0,4.0,1.0,0.0,1.0,20.0
2001.0,2.0,19.0,8.0,0.0,1.0,0.0,1.0,20.0
2001.0,2.0,21.0,8.0,0.0,0.0,0.0,0.0,34.0
2001.0,2.0,22.0,8.0,1.0,0.0,0.0,0.0,34.0
2001.0,2.0,23.0,8.0,1.0,1.0,0.0,1.0,34.0
2001.0,2.0,24.0,8.0,4.0,1.0,0.0,1.0,20.0
2001.0,2.0,25.0,8.0,0.0,0.0,0.0,0.0,34.0
2001.0,2.0,26.0,8.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,27.0,8.0,5.0,0.0,0.0,0.0,34.0
2002.0,2.0,29.0,9.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,35.0,8.0,1.0,1.0,0.0,1.0,34.0
2002.0,2.0,30.0,8.0,1.0,1.0,0.0,1.0,34.0
2002.0,2.0,31.0,8.0,1.0,1.0,0.0,1.0,34.0
2002.0,2.0,32.0,8.0,1.0,0.0,1.0,1.0,34.0
2002.0,2.0,16.0,13.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,36.0,13.0,2.0,0.0,0.0,0.0,34.0
2002.0,2.0,34.0,8.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,33.0,9.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,38.0,8.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,41.0,17.0,4.0,1.0,0.0,1.0,34.0
2002.0,2.0,39.0,8.0,1.0,0.0,0.0,0.0,34.0
2002.0,2.0,40.0,8.0,1.0,0.0,1.0,1.0,34.0
2002.0,2.0,42.0,8.0,1.0,1.0,0.0,1.0,34.0
2002.0,2.0,43.0,8.0,1.0,1.0,0.0,1.0,34.0
2002.0,2.0,44.0,8.0,0.0,0.0,0.0,0.0,34.0
2002.0,2.0,45.0,8.0,4.0,1.0,0.0,1.0,34.0
2013.0,0.0,231.0,9.0,5.0,1.0,0.0,1.0,20.0
2014.0,0.0,237.0,9.0,1.0,1.0,0.0,1.0,20.0
2015.0,0.0,240.0,0.0,1.0,1.0,0.0,1.0,20.0
2014.0,1.0,252.0,2.0,7.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,1.0,1.0,0.0,1.0,20.0
2017.0,0.0,245.0,9.0,1.0,1.0,0.0,1.0,20.0
2013.0,0.0,231.0,9.0,1.0,1.0,0.0,1.0,20.0
2016.0,0.0,237.0,9.0,6.0,1.0,0.0,1.0,20.0
2014.0,0.0,240.0,9.0,6.0,1.0,0.0,1.0,20.0
2014.0,0.0,240.0,9.0,6.0,1.0,0.0,1.0,20.0
2014.0,0.0,240.0,9.0,6.0,0.0,0.0,2.0,20.0
2014.0,0.0,240.0,9.0,6.0,0.0,0.0,2.0,20.0
2016.0,0.0,240.0,9.0,3.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,6.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,7.0,1.0,0.0,1.0,20.0
2014.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2014.0,0.0,237.0,9.0,4.0,1.0,0.0,1.0,20.0
2014.0,0.0,237.0,9.0,4.0,0.0,0.0,2.0,20.0
2016.0,0.0,237.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,251.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,251.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,251.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,251.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,251.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,15.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2011.0,0.0,240.0,9.0,4.0,1.0,1.0,1.0,20.0
2014.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2010.0,1.0,246.0,18.0,6.0,1.0,1.0,1.0,20.0
2016.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,0.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2014.0,1.0,252.0,2.0,7.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,240.0,9.0,4.0,1.0,0.0,1.0,20.0
2017.0,0.0,245.0,9.0,4.0,1.0,0.0,1.0,20.0
2013.0,0.0,231.0,9.0,4.0,1.0,0.0,1.0,20.0
2014.0,0.0,237.0,9.0,5.0,1.0,0.0,1.0,20.0
2014.0,1.0,238.0,6.0,6.0,1.0,0.0,1.0,20.0
2017.0,0.0,250.0,9.0,5.0,1.0,0.0,1.0,20.0
2014.0,1.0,243.0,9.0,1.0,0.0,0.0,0.0,11.0
2014.0,1.0,7.0,9.0,1.0,1.0,0.0,1.0,10.0
2014.0,1.0,263.0,6.0,1.0,0.0,0.0,2.0,12.0
2014.0,1.0,263.0,6.0,1.0,0.0,0.0,0.0,32.0
2017.0,1.0,247.0,7.0,1.0,1.0,0.0,1.0,26.0
2012.0,1.0,241.0,9.0,1.0,0.0,1.0,1.0,20.0
2012.0,1.0,241.0,14.0,1.0,1.0,1.0,1.0,20.0
2014.0,1.0,252.0,6.0,1.0,1.0,1.0,1.0,20.0
2015.0,1.0,255.0,14.0,1.0,1.0,0.0,1.0,20.0
2010.0,1.0,258.0,5.0,1.0,1.0,1.0,1.0,20.0
