,Year,State,CoC Number,CoC Name,Measures
262,1,0,10,2,33
263,1,0,10,2,34
264,2,0,0,7,2
265,2,0,0,7,4
266,2,0,0,7,5
267,2,0,0,7,15
268,2,0,0,7,17
269,2,0,0,7,18
270,2,0,0,7,19
271,2,0,0,7,27
272,2,0,0,7,30
273,2,0,0,7,32
274,2,0,0,7,33
275,2,0,0,7,34
276,2,0,1,1,2
277,2,0,1,1,4
278,2,0,1,1,5
279,2,0,1,1,15
280,2,0,1,1,17
281,2,0,1,1,18
282,2,0,1,1,19
283,2,0,1,1,27
284,2,0,1,1,30
285,2,0,1,1,32
286,2,0,1,1,33
287,2,0,1,1,34
288,2,0,2,3,2
289,2,0,2,3,4
290,2,0,2,3,5
291,2,0,2,3,15
292,2,0,2,3,17
293,2,0,2,3,18
294,2,0,2,3,19
295,2,0,2,3,27
296,2,0,2,3,30
297,2,0,2,3,32
298,2,0,2,3,33
299,2,0,2,3,34
300,2,0,3,5,2
301,2,0,3,5,4
302,2,0,3,5,5
303,2,0,3,5,15
304,2,0,3,5,17
305,2,0,3,5,18
306,2,0,3,5,19
307,2,0,3,5,27
308,2,0,3,5,30
309,2,0,3,5,32
310,2,0,3,5,33
311,2,0,3,5,34
312,2,0,4,4,2
313,2,0,4,4,4
314,2,0,4,4,5
315,2,0,4,4,15
316,2,0,4,4,17
317,2,0,4,4,18
318,2,0,4,4,19
319,2,0,4,4,27
320,2,0,4,4,30
321,2,0,4,4,32
322,2,0,4,4,33
323,2,0,4,4,34
324,2,0,5,9,2
325,2,0,5,9,4
326,2,0,5,9,5
327,2,0,5,9,15
328,2,0,5,9,17
329,2,0,5,9,18
330,2,0,5,9,19
331,2,0,5,9,27
332,2,0,5,9,30
333,2,0,5,9,32
334,2,0,5,9,33
335,2,0,5,9,34
336,2,0,6,8,2
337,2,0,6,8,4
338,2,0,6,8,5
339,2,0,6,8,15
340,2,0,6,8,17
341,2,0,6,8,18
342,2,0,6,8,19
343,2,0,6,8,27
344,2,0,6,8,30
345,2,0,6,8,32
346,2,0,6,8,33
347,2,0,6,8,34
348,2,0,7,0,2
349,2,0,7,0,4
350,2,0,7,0,5
351,2,0,7,0,15
352,2,0,7,0,17
353,2,0,7,0,18
354,2,0,7,0,19
355,2,0,7,0,27
356,2,0,7,0,30
357,2,0,7,0,32
358,2,0,7,0,33
359,2,0,7,0,34
360,2,0,8,10,2
361,2,0,8,10,4
362,2,0,8,10,5
363,2,0,8,10,15
364,2,0,8,10,17
365,2,0,8,10,18
366,2,0,8,10,19
367,2,0,8,10,27
368,2,0,8,10,30
369,2,0,8,10,32
370,2,0,8,10,33
371,2,0,8,10,34
372,2,0,9,6,2
373,2,0,9,6,4
374,2,0,9,6,5
375,2,0,9,6,15
376,2,0,9,6,17
377,2,0,9,6,18
378,2,0,9,6,19
379,2,0,9,6,27
380,2,0,9,6,30
381,2,0,9,6,32
382,2,0,9,6,33
383,2,0,9,6,34
384,2,0,10,2,2
385,2,0,10,2,4
386,2,0,10,2,5
387,2,0,10,2,15
388,2,0,10,2,17
389,2,0,10,2,18
390,2,0,10,2,19
391,2,0,10,2,27
392,2,0,10,2,30
393,2,0,10,2,32
394,2,0,10,2,33
395,2,0,10,2,34
396,3,0,0,7,1
397,3,0,0,7,2
398,3,0,0,7,3
399,3,0,0,7,4
400,3,0,0,7,5
401,3,0,0,7,9
402,3,0,0,7,14
403,3,0,0,7,15
404,3,0,0,7,16
405,3,0,0,7,17
406,3,0,0,7,18
407,3,0,0,7,19
408,3,0,0,7,23
409,3,0,0,7,27
410,3,0,0,7,29
411,3,0,0,7,30
412,3,0,0,7,31
413,3,0,0,7,32
414,3,0,0,7,33
415,3,0,0,7,34
416,3,0,0,7,38
417,3,0,1,1,1
418,3,0,1,1,2
419,3,0,1,1,3
420,3,0,1,1,4
421,3,0,1,1,5
422,3,0,1,1,9
423,3,0,1,1,14
424,3,0,1,1,15
425,3,0,1,1,16
426,3,0,1,1,17
427,3,0,1,1,18
428,3,0,1,1,19
429,3,0,1,1,23
430,3,0,1,1,27
431,3,0,1,1,29
432,3,0,1,1,30
433,3,0,1,1,31
434,3,0,1,1,32
435,3,0,1,1,33
436,3,0,1,1,34
437,3,0,1,1,38
438,3,0,2,3,1
439,3,0,2,3,2
440,3,0,2,3,3
441,3,0,2,3,4
442,3,0,2,3,5
443,3,0,2,3,9
444,3,0,2,3,14
445,3,0,2,3,15
446,3,0,2,3,16
447,3,0,2,3,17
448,3,0,2,3,18
449,3,0,2,3,19
450,3,0,2,3,23
451,3,0,2,3,27
452,3,0,2,3,29
453,3,0,2,3,30
454,3,0,2,3,31
455,3,0,2,3,32
456,3,0,2,3,33
457,3,0,2,3,34
458,3,0,2,3,38
459,3,0,3,5,1
460,3,0,3,5,2
461,3,0,3,5,3
462,3,0,3,5,4
463,3,0,3,5,5
464,3,0,3,5,9
465,3,0,3,5,14
466,3,0,3,5,15
467,3,0,3,5,16
468,3,0,3,5,17
469,3,0,3,5,18
470,3,0,3,5,19
471,3,0,3,5,23
472,3,0,3,5,27
473,3,0,3,5,29
474,3,0,3,5,30
475,3,0,3,5,31
476,3,0,3,5,32
477,3,0,3,5,33
478,3,0,3,5,34
479,3,0,3,5,38
480,3,0,4,4,1
481,3,0,4,4,2
482,3,0,4,4,3
483,3,0,4,4,4
484,3,0,4,4,5
485,3,0,4,4,9
486,3,0,4,4,14
487,3,0,4,4,15
488,3,0,4,4,16
489,3,0,4,4,17
490,3,0,4,4,18
491,3,0,4,4,19
492,3,0,4,4,23
493,3,0,4,4,27
494,3,0,4,4,29
495,3,0,4,4,30
496,3,0,4,4,31
497,3,0,4,4,32
498,3,0,4,4,33
499,3,0,4,4,34
500,3,0,4,4,38
501,3,0,5,9,1
502,3,0,5,9,2
503,3,0,5,9,3
504,3,0,5,9,4
505,3,0,5,9,5
506,3,0,5,9,9
507,3,0,5,9,14
508,3,0,5,9,15
509,3,0,5,9,16
510,3,0,5,9,17
511,3,0,5,9,18
512,3,0,5,9,19
513,3,0,5,9,23
514,3,0,5,9,27
515,3,0,5,9,29
516,3,0,5,9,30
517,3,0,5,9,31
518,3,0,5,9,32
519,3,0,5,9,33
520,3,0,5,9,34
521,3,0,5,9,38
522,3,0,6,8,1
523,3,0,6,8,2
524,3,0,6,8,3
525,3,0,6,8,4
526,3,0,6,8,5
527,3,0,6,8,9
528,3,0,6,8,14
529,3,0,6,8,15
530,3,0,6,8,16
531,3,0,6,8,17
532,3,0,6,8,18
533,3,0,6,8,19
534,3,0,6,8,23
535,3,0,6,8,27
536,3,0,6,8,29
537,3,0,6,8,30
538,3,0,6,8,31
539,3,0,6,8,32
540,3,0,6,8,33
541,3,0,6,8,34
542,3,0,6,8,38
543,3,0,7,0,1
544,3,0,7,0,2
545,3,0,7,0,3
546,3,0,7,0,4
547,3,0,7,0,5
548,3,0,7,0,9
549,3,0,7,0,14
550,3,0,7,0,15
551,3,0,7,0,16
552,3,0,7,0,17
553,3,0,7,0,18
554,3,0,7,0,19
555,3,0,7,0,23
556,3,0,7,0,27
557,3,0,7,0,29
558,3,0,7,0,30
559,3,0,7,0,31
560,3,0,7,0,32
561,3,0,7,0,33
562,3,0,7,0,34
563,3,0,7,0,38
564,3,0,8,10,1
565,3,0,8,10,2
566,3,0,8,10,3
567,3,0,8,10,4
568,3,0,8,10,5
569,3,0,8,10,9
570,3,0,8,10,14
571,3,0,8,10,15
572,3,0,8,10,16
573,3,0,8,10,17
574,3,0,8,10,18
575,3,0,8,10,19
576,3,0,8,10,23
577,3,0,8,10,27
578,3,0,8,10,29
579,3,0,8,10,30
580,3,0,8,10,31
581,3,0,8,10,32
582,3,0,8,10,33
583,3,0,8,10,34
584,3,0,8,10,38
585,3,0,9,6,1
586,3,0,9,6,2
587,3,0,9,6,3
588,3,0,9,6,4
589,3,0,9,6,5
590,3,0,9,6,9
591,3,0,9,6,14
592,3,0,9,6,15
593,3,0,9,6,16
594,3,0,9,6,17
595,3,0,9,6,18
596,3,0,9,6,19
597,3,0,9,6,23
598,3,0,9,6,27
599,3,0,9,6,29
600,3,0,9,6,30
601,3,0,9,6,31
602,3,0,9,6,32
603,3,0,9,6,33
604,3,0,9,6,34
605,3,0,9,6,38
606,3,0,10,2,1
607,3,0,10,2,2
608,3,0,10,2,3
609,3,0,10,2,4
610,3,0,10,2,5
611,3,0,10,2,9
612,3,0,10,2,14
613,3,0,10,2,15
614,3,0,10,2,16
615,3,0,10,2,17
616,3,0,10,2,18
617,3,0,10,2,19
618,3,0,10,2,23
619,3,0,10,2,27
620,3,0,10,2,29
621,3,0,10,2,30
622,3,0,10,2,31
623,3,0,10,2,32
624,3,0,10,2,33
625,3,0,10,2,34
626,3,0,10,2,38
627,4,0,0,7,1
628,4,0,0,7,2
629,4,0,0,7,3
630,4,0,0,7,4
631,4,0,0,7,5
632,4,0,0,7,9
633,4,0,0,7,14
634,4,0,0,7,15
635,4,0,0,7,16
636,4,0,0,7,17
637,4,0,0,7,18
638,4,0,0,7,19
639,4,0,0,7,23
640,4,0,0,7,27
641,4,0,0,7,29
642,4,0,0,7,30
643,4,0,0,7,31
644,4,0,0,7,32
645,4,0,0,7,33
646,4,0,0,7,34
647,4,0,0,7,38
648,4,0,1,1,1
649,4,0,1,1,2
650,4,0,1,1,3
651,4,0,1,1,4
652,4,0,1,1,5
653,4,0,1,1,9
654,4,0,1,1,14
655,4,0,1,1,15
656,4,0,1,1,16
657,4,0,1,1,17
658,4,0,1,1,18
659,4,0,1,1,19
660,4,0,1,1,23
661,4,0,1,1,27
662,4,0,1,1,29
663,4,0,1,1,30
664,4,0,1,1,31
665,4,0,1,1,32
666,4,0,1,1,33
667,4,0,1,1,34
668,4,0,1,1,38
669,4,0,2,3,1
670,4,0,2,3,2
671,4,0,2,3,3
672,4,0,2,3,4
673,4,0,2,3,5
674,4,0,2,3,9
675,4,0,2,3,14
676,4,0,2,3,15
677,4,0,2,3,16
678,4,0,2,3,17
679,4,0,2,3,18
680,4,0,2,3,19
681,4,0,2,3,23
682,4,0,2,3,27
683,4,0,2,3,29
684,4,0,2,3,30
685,4,0,2,3,31
686,4,0,2,3,32
687,4,0,2,3,33
688,4,0,2,3,34
689,4,0,2,3,38
690,4,0,3,5,1
691,4,0,3,5,2
692,4,0,3,5,3
693,4,0,3,5,4
694,4,0,3,5,5
695,4,0,3,5,9
696,4,0,3,5,14
697,4,0,3,5,15
698,4,0,3,5,16
699,4,0,3,5,17
700,4,0,3,5,18
701,4,0,3,5,19
702,4,0,3,5,23
703,4,0,3,5,27
704,4,0,3,5,29
705,4,0,3,5,30
706,4,0,3,5,31
707,4,0,3,5,32
708,4,0,3,5,33
709,4,0,3,5,34
710,4,0,3,5,38
711,4,0,4,4,1
712,4,0,4,4,2
713,4,0,4,4,3
714,4,0,4,4,4
715,4,0,4,4,5
716,4,0,4,4,9
717,4,0,4,4,14
718,4,0,4,4,15
719,4,0,4,4,16
720,4,0,4,4,17
721,4,0,4,4,18
722,4,0,4,4,19
723,4,0,4,4,23
724,4,0,4,4,27
725,4,0,4,4,29
726,4,0,4,4,30
727,4,0,4,4,31
728,4,0,4,4,32
729,4,0,4,4,33
730,4,0,4,4,34
731,4,0,4,4,38
732,4,0,5,9,1
733,4,0,5,9,2
734,4,0,5,9,3
735,4,0,5,9,4
736,4,0,5,9,5
737,4,0,5,9,9
738,4,0,5,9,14
739,4,0,5,9,15
740,4,0,5,9,16
741,4,0,5,9,17
742,4,0,5,9,18
743,4,0,5,9,19
744,4,0,5,9,23
745,4,0,5,9,27
746,4,0,5,9,29
747,4,0,5,9,30
748,4,0,5,9,31
749,4,0,5,9,32
750,4,0,5,9,33
751,4,0,5,9,34
752,4,0,5,9,38
753,4,0,6,8,1
754,4,0,6,8,2
755,4,0,6,8,3
756,4,0,6,8,4
757,4,0,6,8,5
758,4,0,6,8,9
759,4,0,6,8,14
760,4,0,6,8,15
761,4,0,6,8,16
762,4,0,6,8,17
763,4,0,6,8,18
764,4,0,6,8,19
765,4,0,6,8,23
766,4,0,6,8,27
767,4,0,6,8,29
768,4,0,6,8,30
769,4,0,6,8,31
770,4,0,6,8,32
771,4,0,6,8,33
772,4,0,6,8,34
773,4,0,6,8,38
774,4,0,7,0,1
775,4,0,7,0,2
776,4,0,7,0,3
777,4,0,7,0,4
778,4,0,7,0,5
779,4,0,7,0,9
780,4,0,7,0,14
781,4,0,7,0,15
782,4,0,7,0,16
783,4,0,7,0,17
784,4,0,7,0,18
785,4,0,7,0,19
786,4,0,7,0,23
787,4,0,7,0,27
788,4,0,7,0,29
789,4,0,7,0,30
790,4,0,7,0,31
791,4,0,7,0,32
792,4,0,7,0,33
793,4,0,7,0,34
794,4,0,7,0,38
795,4,0,8,10,1
796,4,0,8,10,2
797,4,0,8,10,3
798,4,0,8,10,4
799,4,0,8,10,5
800,4,0,8,10,9
801,4,0,8,10,14
802,4,0,8,10,15
803,4,0,8,10,16
804,4,0,8,10,17
805,4,0,8,10,18
806,4,0,8,10,19
807,4,0,8,10,23
808,4,0,8,10,27
809,4,0,8,10,29
810,4,0,8,10,30
811,4,0,8,10,31
812,4,0,8,10,32
813,4,0,8,10,33
814,4,0,8,10,34
815,4,0,8,10,38
816,4,0,9,6,1
817,4,0,9,6,2
818,4,0,9,6,3
819,4,0,9,6,4
820,4,0,9,6,5
821,4,0,9,6,9
822,4,0,9,6,14
823,4,0,9,6,15
824,4,0,9,6,16
825,4,0,9,6,17
826,4,0,9,6,18
827,4,0,9,6,19
828,4,0,9,6,23
829,4,0,9,6,27
830,4,0,9,6,29
831,4,0,9,6,30
832,4,0,9,6,31
833,4,0,9,6,32
834,4,0,9,6,33
835,4,0,9,6,34
836,4,0,9,6,38
837,4,0,10,2,1
838,4,0,10,2,2
839,4,0,10,2,3
840,4,0,10,2,4
841,4,0,10,2,5
842,4,0,10,2,9
843,4,0,10,2,14
844,4,0,10,2,15
845,4,0,10,2,16
846,4,0,10,2,17
847,4,0,10,2,18
848,4,0,10,2,19
849,4,0,10,2,23
850,4,0,10,2,27
851,4,0,10,2,29
852,4,0,10,2,30
853,4,0,10,2,31
854,4,0,10,2,32
855,4,0,10,2,33
856,4,0,10,2,34
857,4,0,10,2,38
858,5,0,0,7,1
859,5,0,0,7,2
860,5,0,0,7,3
861,5,0,0,7,4
862,5,0,0,7,5
863,5,0,0,7,9
864,5,0,0,7,14
865,5,0,0,7,15
866,5,0,0,7,16
867,5,0,0,7,17
868,5,0,0,7,18
869,5,0,0,7,19
870,5,0,0,7,23
871,5,0,0,7,27
872,5,0,0,7,29
873,5,0,0,7,30
874,5,0,0,7,31
875,5,0,0,7,32
876,5,0,0,7,33
877,5,0,0,7,34
878,5,0,0,7,38
879,5,0,1,1,1
880,5,0,1,1,2
881,5,0,1,1,3
882,5,0,1,1,4
883,5,0,1,1,5
884,5,0,1,1,9
885,5,0,1,1,14
886,5,0,1,1,15
887,5,0,1,1,16
888,5,0,1,1,17
889,5,0,1,1,18
890,5,0,1,1,19
891,5,0,1,1,23
892,5,0,1,1,27
893,5,0,1,1,29
894,5,0,1,1,30
895,5,0,1,1,31
896,5,0,1,1,32
897,5,0,1,1,33
898,5,0,1,1,34
899,5,0,1,1,38
900,5,0,2,3,1
901,5,0,2,3,2
902,5,0,2,3,3
903,5,0,2,3,4
904,5,0,2,3,5
905,5,0,2,3,9
906,5,0,2,3,14
907,5,0,2,3,15
908,5,0,2,3,16
909,5,0,2,3,17
910,5,0,2,3,18
911,5,0,2,3,19
912,5,0,2,3,23
913,5,0,2,3,27
914,5,0,2,3,29
915,5,0,2,3,30
916,5,0,2,3,31
917,5,0,2,3,32
918,5,0,2,3,33
919,5,0,2,3,34
920,5,0,2,3,38
921,5,0,3,5,1
922,5,0,3,5,2
923,5,0,3,5,3
924,5,0,3,5,4
925,5,0,3,5,5
926,5,0,3,5,9
927,5,0,3,5,14
928,5,0,3,5,15
929,5,0,3,5,16
930,5,0,3,5,17
931,5,0,3,5,18
932,5,0,3,5,19
933,5,0,3,5,23
934,5,0,3,5,27
935,5,0,3,5,29
936,5,0,3,5,30
937,5,0,3,5,31
938,5,0,3,5,32
939,5,0,3,5,33
940,5,0,3,5,34
941,5,0,3,5,38
942,5,0,4,4,1
943,5,0,4,4,2
944,5,0,4,4,3
945,5,0,4,4,4
946,5,0,4,4,5
947,5,0,4,4,9
948,5,0,4,4,14
949,5,0,4,4,15
950,5,0,4,4,16
951,5,0,4,4,17
952,5,0,4,4,18
953,5,0,4,4,19
954,5,0,4,4,23
955,5,0,4,4,27
956,5,0,4,4,29
957,5,0,4,4,30
958,5,0,4,4,31
959,5,0,4,4,32
960,5,0,4,4,33
961,5,0,4,4,34
962,5,0,4,4,38
963,5,0,5,9,1
964,5,0,5,9,2
965,5,0,5,9,3
966,5,0,5,9,4
967,5,0,5,9,5
968,5,0,5,9,9
969,5,0,5,9,14
970,5,0,5,9,15
971,5,0,5,9,16
972,5,0,5,9,17
973,5,0,5,9,18
974,5,0,5,9,19
975,5,0,5,9,23
976,5,0,5,9,27
977,5,0,5,9,29
978,5,0,5,9,30
979,5,0,5,9,31
980,5,0,5,9,32
981,5,0,5,9,33
982,5,0,5,9,34
983,5,0,5,9,38
984,5,0,6,8,1
985,5,0,6,8,2
986,5,0,6,8,3
987,5,0,6,8,4
988,5,0,6,8,5
989,5,0,6,8,9
990,5,0,6,8,14
991,5,0,6,8,15
992,5,0,6,8,16
993,5,0,6,8,17
994,5,0,6,8,18
995,5,0,6,8,19
996,5,0,6,8,23
997,5,0,6,8,27
998,5,0,6,8,29
999,5,0,6,8,30
1000,5,0,6,8,31
1001,5,0,6,8,32
1002,5,0,6,8,33
1003,5,0,6,8,34
1004,5,0,6,8,38
1005,5,0,7,0,1
1006,5,0,7,0,2
1007,5,0,7,0,3
1008,5,0,7,0,4
1009,5,0,7,0,5
1010,5,0,7,0,9
1011,5,0,7,0,14
1012,5,0,7,0,15
1013,5,0,7,0,16
1014,5,0,7,0,17
1015,5,0,7,0,18
1016,5,0,7,0,19
1017,5,0,7,0,23
1018,5,0,7,0,27
1019,5,0,7,0,29
1020,5,0,7,0,30
1021,5,0,7,0,31
1022,5,0,7,0,32
1023,5,0,7,0,33
1024,5,0,7,0,34
1025,5,0,7,0,38
1026,5,0,8,10,1
1027,5,0,8,10,2
1028,5,0,8,10,3
1029,5,0,8,10,4
1030,5,0,8,10,5
1031,5,0,8,10,9
1032,5,0,8,10,14
1033,5,0,8,10,15
1034,5,0,8,10,16
1035,5,0,8,10,17
1036,5,0,8,10,18
1037,5,0,8,10,19
1038,5,0,8,10,23
1039,5,0,8,10,27
1040,5,0,8,10,29
1041,5,0,8,10,30
1042,5,0,8,10,31
1043,5,0,8,10,32
1044,5,0,8,10,33
1045,5,0,8,10,34
1046,5,0,8,10,38
1047,5,0,9,6,1
1048,5,0,9,6,2
1049,5,0,9,6,3
1050,5,0,9,6,4
1051,5,0,9,6,5
1052,5,0,9,6,9
1053,5,0,9,6,14
1054,5,0,9,6,15
1055,5,0,9,6,16
1056,5,0,9,6,17
1057,5,0,9,6,18
1058,5,0,9,6,19
1059,5,0,9,6,23
1060,5,0,9,6,27
1061,5,0,9,6,29
1062,5,0,9,6,30
1063,5,0,9,6,31
1064,5,0,9,6,32
1065,5,0,9,6,33
1066,5,0,9,6,34
1067,5,0,9,6,38
1068,5,0,10,2,1
1069,5,0,10,2,2
1070,5,0,10,2,3
1071,5,0,10,2,4
1072,5,0,10,2,5
1073,5,0,10,2,9
1074,5,0,10,2,14
1075,5,0,10,2,15
1076,5,0,10,2,16
1077,5,0,10,2,17
1078,5,0,10,2,18
1079,5,0,10,2,19
1080,5,0,10,2,23
1081,5,0,10,2,27
1082,5,0,10,2,29
1083,5,0,10,2,30
1084,5,0,10,2,31
1085,5,0,10,2,32
1086,5,0,10,2,33
1087,5,0,10,2,34
1088,5,0,10,2,38
1089,6,0,0,7,1
1090,6,0,0,7,2
1091,6,0,0,7,3
1092,6,0,0,7,4
1093,6,0,0,7,5
1094,6,0,0,7,9
1095,6,0,0,7,14
1096,6,0,0,7,15
1097,6,0,0,7,16
1098,6,0,0,7,17
1099,6,0,0,7,18
1100,6,0,0,7,19
1101,6,0,0,7,23
1102,6,0,0,7,27
1103,6,0,0,7,29
1104,6,0,0,7,30
1105,6,0,0,7,31
1106,6,0,0,7,32
1107,6,0,0,7,33
1108,6,0,0,7,34
1109,6,0,0,7,38
1110,6,0,1,1,1
1111,6,0,1,1,2
1112,6,0,1,1,3
1113,6,0,1,1,4
1114,6,0,1,1,5
1115,6,0,1,1,9
1116,6,0,1,1,14
1117,6,0,1,1,15
1118,6,0,1,1,16
1119,6,0,1,1,17
1120,6,0,1,1,18
1121,6,0,1,1,19
1122,6,0,1,1,23
1123,6,0,1,1,27
1124,6,0,1,1,29
1125,6,0,1,1,30
1126,6,0,1,1,31
1127,6,0,1,1,32
1128,6,0,1,1,33
1129,6,0,1,1,34
1130,6,0,1,1,38
1131,6,0,2,3,1
1132,6,0,2,3,2
1133,6,0,2,3,3
1134,6,0,2,3,4
1135,6,0,2,3,5
1136,6,0,2,3,9
1137,6,0,2,3,14
1138,6,0,2,3,15
1139,6,0,2,3,16
1140,6,0,2,3,17
1141,6,0,2,3,18
1142,6,0,2,3,19
1143,6,0,2,3,23
1144,6,0,2,3,27
1145,6,0,2,3,29
1146,6,0,2,3,30
1147,6,0,2,3,31
1148,6,0,2,3,32
1149,6,0,2,3,33
