Year,CoC Number,CoC Name,Measures,Count
2007.0,8.0,10.0,19.0,40.0
2007.0,8.0,10.0,27.0,263.0
2007.0,8.0,10.0,30.0,49.0
2007.0,8.0,10.0,32.0,49.0
2007.0,8.0,10.0,33.0,49.0
2007.0,8.0,10.0,34.0,0.0
2007.0,9.0,6.0,2.0,3627.0
2007.0,9.0,6.0,4.0,8054.0
2007.0,9.0,6.0,5.0,2309.0
2007.0,9.0,6.0,15.0,906.0
2007.0,9.0,6.0,17.0,5017.0
2007.0,9.0,6.0,18.0,2860.0
2007.0,9.0,6.0,19.0,2157.0
2007.0,9.0,6.0,27.0,10363.0
2007.0,9.0,6.0,30.0,2721.0
2007.0,9.0,6.0,32.0,5346.0
2007.0,9.0,6.0,33.0,5194.0
2007.0,9.0,6.0,34.0,152.0
2007.0,10.0,2.0,2.0,40.0
2007.0,10.0,2.0,4.0,153.0
2007.0,10.0,2.0,5.0,136.0
2007.0,10.0,2.0,15.0,39.0
2007.0,10.0,2.0,17.0,219.0
2007.0,10.0,2.0,18.0,107.0
2007.0,10.0,2.0,19.0,112.0
2007.0,10.0,2.0,27.0,289.0
2007.0,10.0,2.0,30.0,1.0
2007.0,10.0,2.0,32.0,70.0
2007.0,10.0,2.0,33.0,46.0
2007.0,10.0,2.0,34.0,24.0
2008.0,0.0,7.0,2.0,520.0
2008.0,0.0,7.0,4.0,2797.0
2008.0,0.0,7.0,5.0,1266.0
2008.0,0.0,7.0,15.0,195.0
2008.0,0.0,7.0,17.0,2518.0
2008.0,0.0,7.0,18.0,1363.0
2008.0,0.0,7.0,19.0,1155.0
2008.0,0.0,7.0,27.0,4063.0
2008.0,0.0,7.0,30.0,325.0
2008.0,0.0,7.0,32.0,1545.0
2008.0,0.0,7.0,33.0,1434.0
2008.0,0.0,7.0,34.0,111.0
2008.0,1.0,1.0,2.0,919.0
2008.0,1.0,1.0,4.0,2881.0
2008.0,1.0,1.0,5.0,570.0
2008.0,1.0,1.0,15.0,242.0
2008.0,1.0,1.0,17.0,1305.0
2008.0,1.0,1.0,18.0,765.0
2008.0,1.0,1.0,19.0,540.0
2008.0,1.0,1.0,27.0,3451.0
2008.0,1.0,1.0,30.0,677.0
2008.0,1.0,1.0,32.0,2146.0
2008.0,1.0,1.0,33.0,2116.0
2008.0,1.0,1.0,34.0,30.0
2008.0,2.0,3.0,2.0,620.0
2008.0,2.0,3.0,4.0,2286.0
2008.0,2.0,3.0,5.0,1272.0
2008.0,2.0,3.0,15.0,522.0
2008.0,2.0,3.0,17.0,3345.0
2008.0,2.0,3.0,18.0,2073.0
2008.0,2.0,3.0,19.0,1272.0
2008.0,2.0,3.0,27.0,3558.0
2008.0,2.0,3.0,30.0,98.0
2008.0,2.0,3.0,32.0,213.0
2008.0,2.0,3.0,33.0,213.0
2008.0,2.0,3.0,34.0,0.0
2008.0,3.0,5.0,2.0,519.0
2008.0,3.0,5.0,4.0,1442.0
2008.0,3.0,5.0,5.0,1234.0
2008.0,3.0,5.0,15.0,426.0
2008.0,3.0,5.0,17.0,2473.0
2008.0,3.0,5.0,18.0,1239.0
2008.0,3.0,5.0,19.0,1234.0
2008.0,3.0,5.0,27.0,2676.0
2008.0,3.0,5.0,30.0,93.0
2008.0,3.0,5.0,32.0,203.0
2008.0,3.0,5.0,33.0,203.0
2008.0,3.0,5.0,34.0,0.0
2008.0,4.0,4.0,2.0,208.0
2008.0,4.0,4.0,4.0,804.0
2008.0,4.0,4.0,5.0,437.0
2008.0,4.0,4.0,15.0,72.0
2008.0,4.0,4.0,17.0,968.0
2008.0,4.0,4.0,18.0,531.0
2008.0,4.0,4.0,19.0,437.0
2008.0,4.0,4.0,27.0,1241.0
2008.0,4.0,4.0,30.0,136.0
2008.0,4.0,4.0,32.0,273.0
2008.0,4.0,4.0,33.0,273.0
2008.0,4.0,4.0,34.0,0.0
2008.0,5.0,9.0,2.0,70.0
2008.0,5.0,9.0,4.0,321.0
2008.0,5.0,9.0,5.0,110.0
2008.0,5.0,9.0,15.0,32.0
2008.0,5.0,9.0,17.0,259.0
2008.0,5.0,9.0,18.0,176.0
2008.0,5.0,9.0,19.0,83.0
2008.0,5.0,9.0,27.0,431.0
2008.0,5.0,9.0,30.0,38.0
2008.0,5.0,9.0,32.0,172.0
2008.0,5.0,9.0,33.0,145.0
2008.0,5.0,9.0,34.0,27.0
2008.0,6.0,8.0,2.0,2070.0
2008.0,6.0,8.0,4.0,8628.0
2008.0,6.0,8.0,5.0,4670.0
2008.0,6.0,8.0,15.0,1032.0
2008.0,6.0,8.0,17.0,7259.0
2008.0,6.0,8.0,18.0,4500.0
2008.0,6.0,8.0,19.0,2759.0
2008.0,6.0,8.0,27.0,13298.0
2008.0,6.0,8.0,30.0,1038.0
2008.0,6.0,8.0,32.0,6039.0
2008.0,6.0,8.0,33.0,4128.0
2008.0,6.0,8.0,34.0,1911.0
2008.0,7.0,0.0,2.0,45.0
2008.0,7.0,0.0,4.0,351.0
2008.0,7.0,0.0,5.0,189.0
2008.0,7.0,0.0,15.0,33.0
2008.0,7.0,0.0,17.0,486.0
2008.0,7.0,0.0,18.0,297.0
2008.0,7.0,0.0,19.0,189.0
2008.0,7.0,0.0,27.0,540.0
2008.0,7.0,0.0,30.0,12.0
2008.0,7.0,0.0,32.0,54.0
2008.0,7.0,0.0,33.0,54.0
2008.0,7.0,0.0,34.0,0.0
2008.0,8.0,10.0,2.0,206.0
2008.0,8.0,10.0,4.0,233.0
2008.0,8.0,10.0,5.0,47.0
2008.0,8.0,10.0,15.0,157.0
2008.0,8.0,10.0,17.0,231.0
2008.0,8.0,10.0,18.0,184.0
2008.0,8.0,10.0,19.0,47.0
2008.0,8.0,10.0,27.0,280.0
2008.0,8.0,10.0,30.0,49.0
2008.0,8.0,10.0,32.0,49.0
2008.0,8.0,10.0,33.0,49.0
2008.0,8.0,10.0,34.0,0.0
2008.0,9.0,6.0,2.0,3627.0
2008.0,9.0,6.0,4.0,8054.0
2008.0,9.0,6.0,5.0,2309.0
2008.0,9.0,6.0,15.0,906.0
2008.0,9.0,6.0,17.0,5017.0
2008.0,9.0,6.0,18.0,2860.0
2008.0,9.0,6.0,19.0,2157.0
2008.0,9.0,6.0,27.0,10363.0
2008.0,9.0,6.0,30.0,2721.0
2008.0,9.0,6.0,32.0,5346.0
2008.0,9.0,6.0,33.0,5194.0
2008.0,9.0,6.0,34.0,152.0
2008.0,10.0,2.0,2.0,40.0
2008.0,10.0,2.0,4.0,153.0
2008.0,10.0,2.0,5.0,136.0
2008.0,10.0,2.0,15.0,39.0
2008.0,10.0,2.0,17.0,219.0
2008.0,10.0,2.0,18.0,107.0
2008.0,10.0,2.0,19.0,112.0
2008.0,10.0,2.0,27.0,289.0
2008.0,10.0,2.0,30.0,1.0
2008.0,10.0,2.0,32.0,70.0
2008.0,10.0,2.0,33.0,46.0
2008.0,10.0,2.0,34.0,24.0
2009.0,0.0,7.0,2.0,612.0
2009.0,0.0,7.0,4.0,1906.0
2009.0,0.0,7.0,5.0,784.0
2009.0,0.0,7.0,15.0,298.0
2009.0,0.0,7.0,17.0,1583.0
2009.0,0.0,7.0,18.0,830.0
2009.0,0.0,7.0,19.0,753.0
2009.0,0.0,7.0,27.0,2690.0
2009.0,0.0,7.0,30.0,314.0
2009.0,0.0,7.0,32.0,1107.0
2009.0,0.0,7.0,33.0,1076.0
2009.0,0.0,7.0,34.0,31.0
2009.0,1.0,1.0,2.0,529.0
2009.0,1.0,1.0,4.0,1978.0
2009.0,1.0,1.0,5.0,663.0
2009.0,1.0,1.0,15.0,179.0
2009.0,1.0,1.0,17.0,1418.0
2009.0,1.0,1.0,18.0,778.0
2009.0,1.0,1.0,19.0,640.0
2009.0,1.0,1.0,27.0,2641.0
2009.0,1.0,1.0,30.0,350.0
2009.0,1.0,1.0,32.0,1223.0
2009.0,1.0,1.0,33.0,1200.0
2009.0,1.0,1.0,34.0,23.0
2009.0,2.0,3.0,2.0,601.0
2009.0,2.0,3.0,4.0,2225.0
2009.0,2.0,3.0,5.0,1476.0
2009.0,2.0,3.0,15.0,528.0
2009.0,2.0,3.0,17.0,3525.0
2009.0,2.0,3.0,18.0,2061.0
2009.0,2.0,3.0,19.0,1464.0
2009.0,2.0,3.0,27.0,3701.0
2009.0,2.0,3.0,30.0,73.0
2009.0,2.0,3.0,32.0,176.0
2009.0,2.0,3.0,33.0,164.0
2009.0,2.0,3.0,34.0,12.0
2009.0,3.0,5.0,2.0,209.0
2009.0,3.0,5.0,4.0,1299.0
2009.0,3.0,5.0,5.0,882.0
2009.0,3.0,5.0,15.0,147.0
2009.0,3.0,5.0,17.0,1986.0
2009.0,3.0,5.0,18.0,1104.0
2009.0,3.0,5.0,19.0,882.0
2009.0,3.0,5.0,27.0,2181.0
2009.0,3.0,5.0,30.0,62.0
2009.0,3.0,5.0,32.0,195.0
2009.0,3.0,5.0,33.0,195.0
2009.0,3.0,5.0,34.0,0.0
2009.0,4.0,4.0,2.0,205.0
2009.0,4.0,4.0,4.0,768.0
2009.0,4.0,4.0,5.0,492.0
2009.0,4.0,4.0,15.0,69.0
2009.0,4.0,4.0,17.0,964.0
2009.0,4.0,4.0,18.0,478.0
2009.0,4.0,4.0,19.0,486.0
2009.0,4.0,4.0,27.0,1260.0
2009.0,4.0,4.0,30.0,136.0
2009.0,4.0,4.0,32.0,296.0
2009.0,4.0,4.0,33.0,290.0
2009.0,4.0,4.0,34.0,6.0
2009.0,5.0,9.0,2.0,48.0
2009.0,5.0,9.0,4.0,231.0
2009.0,5.0,9.0,5.0,81.0
2009.0,5.0,9.0,15.0,29.0
2009.0,5.0,9.0,17.0,226.0
2009.0,5.0,9.0,18.0,151.0
2009.0,5.0,9.0,19.0,75.0
2009.0,5.0,9.0,27.0,312.0
2009.0,5.0,9.0,30.0,19.0
2009.0,5.0,9.0,32.0,86.0
2009.0,5.0,9.0,33.0,80.0
2009.0,5.0,9.0,34.0,6.0
2009.0,6.0,8.0,2.0,1743.0
2009.0,6.0,8.0,4.0,7482.0
2009.0,6.0,8.0,5.0,7845.0
2009.0,6.0,8.0,15.0,602.0
2009.0,6.0,8.0,17.0,5644.0
2009.0,6.0,8.0,18.0,2908.0
2009.0,6.0,8.0,19.0,2736.0
2009.0,6.0,8.0,27.0,15327.0
2009.0,6.0,8.0,30.0,1141.0
2009.0,6.0,8.0,32.0,9683.0
2009.0,6.0,8.0,33.0,4574.0
2009.0,6.0,8.0,34.0,5109.0
2009.0,7.0,0.0,2.0,86.0
2009.0,7.0,0.0,4.0,335.0
2009.0,7.0,0.0,5.0,231.0
2009.0,7.0,0.0,15.0,48.0
2009.0,7.0,0.0,17.0,439.0
2009.0,7.0,0.0,18.0,242.0
2009.0,7.0,0.0,19.0,197.0
2009.0,7.0,0.0,27.0,566.0
2009.0,7.0,0.0,30.0,38.0
2009.0,7.0,0.0,32.0,127.0
2009.0,7.0,0.0,33.0,93.0
2009.0,7.0,0.0,34.0,34.0
2009.0,8.0,10.0,2.0,190.0
2009.0,8.0,10.0,4.0,215.0
2009.0,8.0,10.0,5.0,27.0
2009.0,8.0,10.0,15.0,183.0
2009.0,8.0,10.0,17.0,235.0
2009.0,8.0,10.0,18.0,208.0
2009.0,8.0,10.0,19.0,27.0
2009.0,8.0,10.0,27.0,242.0
2009.0,8.0,10.0,30.0,7.0
2009.0,8.0,10.0,32.0,7.0
2009.0,8.0,10.0,33.0,7.0
2009.0,8.0,10.0,34.0,0.0
2009.0,9.0,6.0,2.0,1739.0
2009.0,9.0,6.0,4.0,5902.0
2009.0,9.0,6.0,5.0,1674.0
2009.0,9.0,6.0,15.0,613.0
2009.0,9.0,6.0,17.0,5457.0
2009.0,9.0,6.0,18.0,4037.0
2009.0,9.0,6.0,19.0,1420.0
2009.0,9.0,6.0,27.0,7576.0
2009.0,9.0,6.0,30.0,1126.0
2009.0,9.0,6.0,32.0,2119.0
2009.0,9.0,6.0,33.0,1865.0
2009.0,9.0,6.0,34.0,254.0
2009.0,10.0,2.0,2.0,58.0
2009.0,10.0,2.0,4.0,223.0
2009.0,10.0,2.0,5.0,42.0
2009.0,10.0,2.0,15.0,45.0
2009.0,10.0,2.0,17.0,181.0
2009.0,10.0,2.0,18.0,146.0
2009.0,10.0,2.0,19.0,35.0
2009.0,10.0,2.0,27.0,265.0
2009.0,10.0,2.0,30.0,13.0
2009.0,10.0,2.0,32.0,84.0
2009.0,10.0,2.0,33.0,77.0
2009.0,10.0,2.0,34.0,7.0
2011.0,0.0,7.0,1.0,676.0
2011.0,0.0,7.0,2.0,461.0
2011.0,0.0,7.0,3.0,215.0
2011.0,0.0,7.0,4.0,2339.0
2011.0,0.0,7.0,5.0,883.0
2011.0,0.0,7.0,9.0,351.0
2011.0,0.0,7.0,14.0,438.0
2011.0,0.0,7.0,15.0,223.0
2011.0,0.0,7.0,16.0,215.0
2011.0,0.0,7.0,17.0,2046.0
2011.0,0.0,7.0,18.0,1167.0
2011.0,0.0,7.0,19.0,879.0
2011.0,0.0,7.0,23.0,252.0
2011.0,0.0,7.0,27.0,3222.0
2011.0,0.0,7.0,29.0,238.0
2011.0,0.0,7.0,30.0,238.0
2011.0,0.0,7.0,31.0,0.0
2011.0,0.0,7.0,32.0,1176.0
2011.0,0.0,7.0,33.0,1172.0
2011.0,0.0,7.0,34.0,4.0
2011.0,0.0,7.0,38.0,99.0
2011.0,1.0,1.0,1.0,793.0
2011.0,1.0,1.0,2.0,785.0
2011.0,1.0,1.0,3.0,8.0
2011.0,1.0,1.0,4.0,1700.0
2011.0,1.0,1.0,5.0,662.0
2011.0,1.0,1.0,9.0,515.0
2011.0,1.0,1.0,14.0,327.0
2011.0,1.0,1.0,15.0,319.0
2011.0,1.0,1.0,16.0,8.0
2011.0,1.0,1.0,17.0,1358.0
2011.0,1.0,1.0,18.0,701.0
2011.0,1.0,1.0,19.0,657.0
2011.0,1.0,1.0,23.0,293.0
2011.0,1.0,1.0,27.0,2362.0
2011.0,1.0,1.0,29.0,466.0
2011.0,1.0,1.0,30.0,466.0
2011.0,1.0,1.0,31.0,0.0
2011.0,1.0,1.0,32.0,1004.0
2011.0,1.0,1.0,33.0,999.0
2011.0,1.0,1.0,34.0,5.0
2011.0,1.0,1.0,38.0,222.0
2011.0,2.0,3.0,1.0,760.0
2011.0,2.0,3.0,2.0,760.0
2011.0,2.0,3.0,3.0,0.0
2011.0,2.0,3.0,4.0,1591.0
2011.0,2.0,3.0,5.0,1949.0
2011.0,2.0,3.0,9.0,555.0
2011.0,2.0,3.0,14.0,608.0
2011.0,2.0,3.0,15.0,608.0
2011.0,2.0,3.0,16.0,0.0
2011.0,2.0,3.0,17.0,3297.0
2011.0,2.0,3.0,18.0,1382.0
2011.0,2.0,3.0,19.0,1915.0
2011.0,2.0,3.0,23.0,521.0
2011.0,2.0,3.0,27.0,3540.0
2011.0,2.0,3.0,29.0,152.0
2011.0,2.0,3.0,30.0,152.0
2011.0,2.0,3.0,31.0,0.0
2011.0,2.0,3.0,32.0,243.0
2011.0,2.0,3.0,33.0,209.0
2011.0,2.0,3.0,34.0,34.0
2011.0,2.0,3.0,38.0,34.0
2011.0,3.0,5.0,1.0,328.0
2011.0,3.0,5.0,2.0,306.0
2011.0,3.0,5.0,3.0,22.0
2011.0,3.0,5.0,4.0,1247.0
2011.0,3.0,5.0,5.0,922.0
2011.0,3.0,5.0,9.0,235.0
2011.0,3.0,5.0,14.0,290.0
2011.0,3.0,5.0,15.0,268.0
2011.0,3.0,5.0,16.0,22.0
2011.0,3.0,5.0,17.0,2033.0
2011.0,3.0,5.0,18.0,1113.0
2011.0,3.0,5.0,19.0,920.0
2011.0,3.0,5.0,23.0,207.0
2011.0,3.0,5.0,27.0,2169.0
2011.0,3.0,5.0,29.0,38.0
2011.0,3.0,5.0,30.0,38.0
2011.0,3.0,5.0,31.0,0.0
2011.0,3.0,5.0,32.0,136.0
2011.0,3.0,5.0,33.0,134.0
2011.0,3.0,5.0,34.0,2.0
2011.0,3.0,5.0,38.0,28.0
2011.0,4.0,4.0,1.0,100.0
2011.0,4.0,4.0,2.0,94.0
2011.0,4.0,4.0,3.0,6.0
2011.0,4.0,4.0,4.0,709.0
2011.0,4.0,4.0,5.0,622.0
2011.0,4.0,4.0,9.0,134.0
2011.0,4.0,4.0,14.0,60.0
2011.0,4.0,4.0,15.0,54.0
2011.0,4.0,4.0,16.0,6.0
2011.0,4.0,4.0,17.0,1149.0
2011.0,4.0,4.0,18.0,527.0
2011.0,4.0,4.0,19.0,622.0
2011.0,4.0,4.0,23.0,87.0
2011.0,4.0,4.0,27.0,1331.0
2011.0,4.0,4.0,29.0,40.0
2011.0,4.0,4.0,30.0,40.0
2011.0,4.0,4.0,31.0,0.0
2011.0,4.0,4.0,32.0,182.0
2011.0,4.0,4.0,33.0,182.0
2011.0,4.0,4.0,34.0,0.0
2011.0,4.0,4.0,38.0,47.0
2011.0,5.0,9.0,1.0,52.0
2011.0,5.0,9.0,2.0,47.0
2011.0,5.0,9.0,3.0,5.0
2011.0,5.0,9.0,4.0,172.0
2011.0,5.0,9.0,5.0,95.0
2011.0,5.0,9.0,9.0,40.0
2011.0,5.0,9.0,14.0,20.0
2011.0,5.0,9.0,15.0,20.0
2011.0,5.0,9.0,16.0,0.0
2011.0,5.0,9.0,17.0,206.0
2011.0,5.0,9.0,18.0,116.0
2011.0,5.0,9.0,19.0,90.0
2011.0,5.0,9.0,23.0,23.0
2011.0,5.0,9.0,27.0,267.0
2011.0,5.0,9.0,29.0,32.0
2011.0,5.0,9.0,30.0,27.0
2011.0,5.0,9.0,31.0,5.0
2011.0,5.0,9.0,32.0,61.0
2011.0,5.0,9.0,33.0,56.0
2011.0,5.0,9.0,34.0,5.0
2011.0,5.0,9.0,38.0,17.0
2011.0,6.0,8.0,1.0,3319.0
2011.0,6.0,8.0,2.0,2901.0
2011.0,6.0,8.0,3.0,418.0
2011.0,6.0,8.0,4.0,8915.0
2011.0,6.0,8.0,5.0,5728.0
2011.0,6.0,8.0,9.0,1840.0
2011.0,6.0,8.0,14.0,987.0
2011.0,6.0,8.0,15.0,749.0
2011.0,6.0,8.0,16.0,238.0
2011.0,6.0,8.0,17.0,4054.0
2011.0,6.0,8.0,18.0,2499.0
2011.0,6.0,8.0,19.0,1555.0
2011.0,6.0,8.0,23.0,515.0
2011.0,6.0,8.0,27.0,14643.0
2011.0,6.0,8.0,29.0,2332.0
2011.0,6.0,8.0,30.0,2152.0
2011.0,6.0,8.0,31.0,180.0
2011.0,6.0,8.0,32.0,10589.0
2011.0,6.0,8.0,33.0,6416.0
2011.0,6.0,8.0,34.0,4173.0
2011.0,6.0,8.0,38.0,1325.0
2011.0,7.0,0.0,1.0,65.0
2011.0,7.0,0.0,2.0,65.0
2011.0,7.0,0.0,3.0,0.0
2011.0,7.0,0.0,4.0,277.0
2011.0,7.0,0.0,5.0,162.0
2011.0,7.0,0.0,9.0,47.0
2011.0,7.0,0.0,14.0,36.0
2011.0,7.0,0.0,15.0,36.0
2011.0,7.0,0.0,16.0,0.0
2011.0,7.0,0.0,17.0,399.0
2011.0,7.0,0.0,18.0,237.0
2011.0,7.0,0.0,19.0,162.0
2011.0,7.0,0.0,23.0,39.0
2011.0,7.0,0.0,27.0,439.0
2011.0,7.0,0.0,29.0,29.0
2011.0,7.0,0.0,30.0,29.0
2011.0,7.0,0.0,31.0,0.0
2011.0,7.0,0.0,32.0,40.0
2011.0,7.0,0.0,33.0,40.0
2011.0,7.0,0.0,34.0,0.0
2011.0,7.0,0.0,38.0,8.0
2011.0,8.0,10.0,1.0,197.0
2011.0,8.0,10.0,2.0,161.0
2011.0,8.0,10.0,3.0,36.0
2011.0,8.0,10.0,4.0,193.0
2011.0,8.0,10.0,5.0,41.0
2011.0,8.0,10.0,9.0,15.0
2011.0,8.0,10.0,14.0,145.0
2011.0,8.0,10.0,15.0,135.0
2011.0,8.0,10.0,16.0,10.0
2011.0,8.0,10.0,17.0,208.0
2011.0,8.0,10.0,18.0,167.0
2011.0,8.0,10.0,19.0,41.0
2011.0,8.0,10.0,23.0,10.0
2011.0,8.0,10.0,27.0,234.0
2011.0,8.0,10.0,29.0,52.0
2011.0,8.0,10.0,30.0,26.0
2011.0,8.0,10.0,31.0,26.0
2011.0,8.0,10.0,32.0,26.0
2011.0,8.0,10.0,33.0,26.0
2011.0,8.0,10.0,34.0,0.0
2011.0,8.0,10.0,38.0,5.0
2011.0,9.0,6.0,1.0,1914.0
2011.0,9.0,6.0,2.0,1791.0
2011.0,9.0,6.0,3.0,123.0
2011.0,9.0,6.0,4.0,6293.0
2011.0,9.0,6.0,5.0,2178.0
2011.0,9.0,6.0,9.0,1146.0
2011.0,9.0,6.0,14.0,323.0
2011.0,9.0,6.0,15.0,264.0
2011.0,9.0,6.0,16.0,59.0
2011.0,9.0,6.0,17.0,4053.0
2011.0,9.0,6.0,18.0,2405.0
2011.0,9.0,6.0,19.0,1648.0
2011.0,9.0,6.0,23.0,405.0
2011.0,9.0,6.0,27.0,8471.0
2011.0,9.0,6.0,29.0,1591.0
2011.0,9.0,6.0,30.0,1527.0
2011.0,9.0,6.0,31.0,64.0
2011.0,9.0,6.0,32.0,4418.0
2011.0,9.0,6.0,33.0,3888.0
2011.0,9.0,6.0,34.0,530.0
2011.0,9.0,6.0,38.0,741.0
2011.0,10.0,2.0,1.0,19.0
2011.0,10.0,2.0,2.0,19.0
2011.0,10.0,2.0,3.0,0.0
2011.0,10.0,2.0,4.0,141.0
2011.0,10.0,2.0,5.0,92.0
2011.0,10.0,2.0,9.0,13.0
2011.0,10.0,2.0,14.0,19.0
2011.0,10.0,2.0,15.0,19.0
2011.0,10.0,2.0,16.0,0.0
2011.0,10.0,2.0,17.0,169.0
2011.0,10.0,2.0,18.0,93.0
2011.0,10.0,2.0,19.0,76.0
2011.0,10.0,2.0,23.0,13.0
2011.0,10.0,2.0,27.0,233.0
2011.0,10.0,2.0,29.0,0.0
2011.0,10.0,2.0,30.0,0.0
2011.0,10.0,2.0,31.0,0.0
2011.0,10.0,2.0,32.0,64.0
2011.0,10.0,2.0,33.0,48.0
2011.0,10.0,2.0,34.0,16.0
2011.0,10.0,2.0,38.0,0.0
2012.0,0.0,7.0,1.0,539.0
2012.0,0.0,7.0,2.0,526.0
2012.0,0.0,7.0,3.0,13.0
2012.0,0.0,7.0,4.0,1289.0
2012.0,0.0,7.0,5.0,2381.0
2012.0,0.0,7.0,9.0,286.0
2012.0,0.0,7.0,14.0,285.0
2012.0,0.0,7.0,15.0,272.0
2012.0,0.0,7.0,16.0,13.0
2012.0,0.0,7.0,17.0,2043.0
2012.0,0.0,7.0,18.0,499.0
2012.0,0.0,7.0,19.0,1544.0
2012.0,0.0,7.0,23.0,221.0
2012.0,0.0,7.0,27.0,3670.0
2012.0,0.0,7.0,29.0,254.0
2012.0,0.0,7.0,30.0,254.0
2012.0,0.0,7.0,31.0,0.0
2012.0,0.0,7.0,32.0,1627.0
2012.0,0.0,7.0,33.0,790.0
2012.0,0.0,7.0,34.0,837.0
2012.0,0.0,7.0,38.0,65.0
2012.0,1.0,1.0,1.0,733.0
2012.0,1.0,1.0,2.0,708.0
2012.0,1.0,1.0,3.0,25.0
2012.0,1.0,1.0,4.0,1572.0
2012.0,1.0,1.0,5.0,672.0
2012.0,1.0,1.0,9.0,353.0
2012.0,1.0,1.0,14.0,292.0
