Year,CoC Number,CoC Name,Measures,Count
2012.0,1.0,1.0,15.0,270.0
2012.0,1.0,1.0,16.0,22.0
2012.0,1.0,1.0,17.0,1375.0
2012.0,1.0,1.0,18.0,717.0
2012.0,1.0,1.0,19.0,658.0
2012.0,1.0,1.0,23.0,146.0
2012.0,1.0,1.0,27.0,2244.0
2012.0,1.0,1.0,29.0,441.0
2012.0,1.0,1.0,30.0,438.0
2012.0,1.0,1.0,31.0,3.0
2012.0,1.0,1.0,32.0,869.0
2012.0,1.0,1.0,33.0,855.0
2012.0,1.0,1.0,34.0,14.0
2012.0,1.0,1.0,38.0,207.0
2012.0,2.0,3.0,1.0,442.0
2012.0,2.0,3.0,2.0,434.0
2012.0,2.0,3.0,3.0,8.0
2012.0,2.0,3.0,4.0,1598.0
2012.0,2.0,3.0,5.0,1849.0
2012.0,2.0,3.0,9.0,409.0
2012.0,2.0,3.0,14.0,298.0
2012.0,2.0,3.0,15.0,291.0
2012.0,2.0,3.0,16.0,7.0
2012.0,2.0,3.0,17.0,3242.0
2012.0,2.0,3.0,18.0,1406.0
2012.0,2.0,3.0,19.0,1836.0
2012.0,2.0,3.0,23.0,346.0
2012.0,2.0,3.0,27.0,3447.0
2012.0,2.0,3.0,29.0,144.0
2012.0,2.0,3.0,30.0,143.0
2012.0,2.0,3.0,31.0,1.0
2012.0,2.0,3.0,32.0,205.0
2012.0,2.0,3.0,33.0,192.0
2012.0,2.0,3.0,34.0,13.0
2012.0,2.0,3.0,38.0,63.0
2012.0,3.0,5.0,1.0,225.0
2012.0,3.0,5.0,2.0,219.0
2012.0,3.0,5.0,3.0,6.0
2012.0,3.0,5.0,4.0,1269.0
2012.0,3.0,5.0,5.0,854.0
2012.0,3.0,5.0,9.0,164.0
2012.0,3.0,5.0,14.0,187.0
2012.0,3.0,5.0,15.0,181.0
2012.0,3.0,5.0,16.0,6.0
2012.0,3.0,5.0,17.0,1987.0
2012.0,3.0,5.0,18.0,1135.0
2012.0,3.0,5.0,19.0,852.0
2012.0,3.0,5.0,23.0,136.0
2012.0,3.0,5.0,27.0,2123.0
2012.0,3.0,5.0,29.0,38.0
2012.0,3.0,5.0,30.0,38.0
2012.0,3.0,5.0,31.0,0.0
2012.0,3.0,5.0,32.0,136.0
2012.0,3.0,5.0,33.0,134.0
2012.0,3.0,5.0,34.0,2.0
2012.0,3.0,5.0,38.0,28.0
2012.0,4.0,4.0,1.0,115.0
2012.0,4.0,4.0,2.0,105.0
2012.0,4.0,4.0,3.0,10.0
2012.0,4.0,4.0,4.0,742.0
2012.0,4.0,4.0,5.0,494.0
2012.0,4.0,4.0,9.0,112.0
2012.0,4.0,4.0,14.0,75.0
2012.0,4.0,4.0,15.0,65.0
2012.0,4.0,4.0,16.0,10.0
2012.0,4.0,4.0,17.0,1054.0
2012.0,4.0,4.0,18.0,560.0
2012.0,4.0,4.0,19.0,494.0
2012.0,4.0,4.0,23.0,65.0
2012.0,4.0,4.0,27.0,1236.0
2012.0,4.0,4.0,29.0,40.0
2012.0,4.0,4.0,30.0,40.0
2012.0,4.0,4.0,31.0,0.0
2012.0,4.0,4.0,32.0,182.0
2012.0,4.0,4.0,33.0,182.0
2012.0,4.0,4.0,34.0,0.0
2012.0,4.0,4.0,38.0,47.0
2012.0,5.0,9.0,1.0,34.0
2012.0,5.0,9.0,2.0,29.0
2012.0,5.0,9.0,3.0,5.0
2012.0,5.0,9.0,4.0,162.0
2012.0,5.0,9.0,5.0,157.0
2012.0,5.0,9.0,9.0,58.0
2012.0,5.0,9.0,14.0,2.0
2012.0,5.0,9.0,15.0,2.0
2012.0,5.0,9.0,16.0,0.0
2012.0,5.0,9.0,17.0,258.0
2012.0,5.0,9.0,18.0,106.0
2012.0,5.0,9.0,19.0,152.0
2012.0,5.0,9.0,23.0,41.0
2012.0,5.0,9.0,27.0,319.0
2012.0,5.0,9.0,29.0,32.0
2012.0,5.0,9.0,30.0,27.0
2012.0,5.0,9.0,31.0,5.0
2012.0,5.0,9.0,32.0,61.0
2012.0,5.0,9.0,33.0,56.0
2012.0,5.0,9.0,34.0,5.0
2012.0,5.0,9.0,38.0,17.0
2012.0,6.0,8.0,1.0,2895.0
2012.0,6.0,8.0,2.0,2528.0
2012.0,6.0,8.0,3.0,367.0
2012.0,6.0,8.0,4.0,7727.0
2012.0,6.0,8.0,5.0,5037.0
2012.0,6.0,8.0,9.0,1728.0
2012.0,6.0,8.0,14.0,670.0
2012.0,6.0,8.0,15.0,473.0
2012.0,6.0,8.0,16.0,197.0
2012.0,6.0,8.0,17.0,3342.0
2012.0,6.0,8.0,18.0,1952.0
2012.0,6.0,8.0,19.0,1390.0
2012.0,6.0,8.0,23.0,461.0
2012.0,6.0,8.0,27.0,12764.0
2012.0,6.0,8.0,29.0,2225.0
2012.0,6.0,8.0,30.0,2055.0
2012.0,6.0,8.0,31.0,170.0
2012.0,6.0,8.0,32.0,9422.0
2012.0,6.0,8.0,33.0,5775.0
2012.0,6.0,8.0,34.0,3647.0
2012.0,6.0,8.0,38.0,1267.0
2012.0,7.0,0.0,1.0,77.0
2012.0,7.0,0.0,2.0,72.0
2012.0,7.0,0.0,3.0,5.0
2012.0,7.0,0.0,4.0,383.0
2012.0,7.0,0.0,5.0,145.0
2012.0,7.0,0.0,9.0,79.0
2012.0,7.0,0.0,14.0,55.0
2012.0,7.0,0.0,15.0,51.0
2012.0,7.0,0.0,16.0,4.0
2012.0,7.0,0.0,17.0,477.0
2012.0,7.0,0.0,18.0,332.0
2012.0,7.0,0.0,19.0,145.0
2012.0,7.0,0.0,23.0,75.0
2012.0,7.0,0.0,27.0,528.0
2012.0,7.0,0.0,29.0,22.0
2012.0,7.0,0.0,30.0,21.0
2012.0,7.0,0.0,31.0,1.0
2012.0,7.0,0.0,32.0,51.0
2012.0,7.0,0.0,33.0,51.0
2012.0,7.0,0.0,34.0,0.0
2012.0,7.0,0.0,38.0,4.0
2012.0,8.0,10.0,1.0,118.0
2012.0,8.0,10.0,2.0,110.0
2012.0,8.0,10.0,3.0,8.0
2012.0,8.0,10.0,4.0,182.0
2012.0,8.0,10.0,5.0,44.0
2012.0,8.0,10.0,9.0,6.0
2012.0,8.0,10.0,14.0,88.0
2012.0,8.0,10.0,15.0,80.0
2012.0,8.0,10.0,16.0,8.0
2012.0,8.0,10.0,17.0,169.0
2012.0,8.0,10.0,18.0,131.0
2012.0,8.0,10.0,19.0,38.0
2012.0,8.0,10.0,23.0,6.0
2012.0,8.0,10.0,27.0,226.0
2012.0,8.0,10.0,29.0,30.0
2012.0,8.0,10.0,30.0,30.0
2012.0,8.0,10.0,31.0,0.0
2012.0,8.0,10.0,32.0,57.0
2012.0,8.0,10.0,33.0,51.0
2012.0,8.0,10.0,34.0,6.0
2012.0,8.0,10.0,38.0,0.0
2012.0,9.0,6.0,1.0,1422.0
2012.0,9.0,6.0,2.0,1370.0
2012.0,9.0,6.0,3.0,52.0
2012.0,9.0,6.0,4.0,5621.0
2012.0,9.0,6.0,5.0,1566.0
2012.0,9.0,6.0,9.0,1162.0
2012.0,9.0,6.0,14.0,178.0
2012.0,9.0,6.0,15.0,161.0
2012.0,9.0,6.0,16.0,17.0
2012.0,9.0,6.0,17.0,3363.0
2012.0,9.0,6.0,18.0,2081.0
2012.0,9.0,6.0,19.0,1282.0
2012.0,9.0,6.0,23.0,380.0
2012.0,9.0,6.0,27.0,7187.0
2012.0,9.0,6.0,29.0,1244.0
2012.0,9.0,6.0,30.0,1209.0
2012.0,9.0,6.0,31.0,35.0
2012.0,9.0,6.0,32.0,3824.0
2012.0,9.0,6.0,33.0,3540.0
2012.0,9.0,6.0,34.0,284.0
2012.0,9.0,6.0,38.0,782.0
2012.0,10.0,2.0,1.0,50.0
2012.0,10.0,2.0,2.0,14.0
2012.0,10.0,2.0,3.0,36.0
2012.0,10.0,2.0,4.0,198.0
2012.0,10.0,2.0,5.0,110.0
2012.0,10.0,2.0,9.0,7.0
2012.0,10.0,2.0,14.0,50.0
2012.0,10.0,2.0,15.0,14.0
2012.0,10.0,2.0,16.0,36.0
2012.0,10.0,2.0,17.0,191.0
2012.0,10.0,2.0,18.0,111.0
2012.0,10.0,2.0,19.0,80.0
2012.0,10.0,2.0,23.0,7.0
2012.0,10.0,2.0,27.0,308.0
2012.0,10.0,2.0,29.0,0.0
2012.0,10.0,2.0,30.0,0.0
2012.0,10.0,2.0,31.0,0.0
2012.0,10.0,2.0,32.0,117.0
2012.0,10.0,2.0,33.0,87.0
2012.0,10.0,2.0,34.0,30.0
2012.0,10.0,2.0,38.0,0.0
2013.0,0.0,7.0,1.0,621.0
2013.0,0.0,7.0,2.0,297.0
2013.0,0.0,7.0,3.0,324.0
2013.0,0.0,7.0,4.0,2165.0
2013.0,0.0,7.0,5.0,815.0
2013.0,0.0,7.0,9.0,122.0
2013.0,0.0,7.0,14.0,463.0
2013.0,0.0,7.0,15.0,218.0
2013.0,0.0,7.0,16.0,245.0
2013.0,0.0,7.0,17.0,1737.0
2013.0,0.0,7.0,18.0,922.0
2013.0,0.0,7.0,19.0,815.0
2013.0,0.0,7.0,23.0,88.0
2013.0,0.0,7.0,27.0,2980.0
2013.0,0.0,7.0,29.0,158.0
2013.0,0.0,7.0,30.0,79.0
2013.0,0.0,7.0,31.0,79.0
2013.0,0.0,7.0,32.0,1243.0
2013.0,0.0,7.0,33.0,1243.0
2013.0,0.0,7.0,34.0,0.0
2013.0,0.0,7.0,38.0,34.0
2013.0,1.0,1.0,1.0,458.0
2013.0,1.0,1.0,2.0,432.0
2013.0,1.0,1.0,3.0,26.0
2013.0,1.0,1.0,4.0,1474.0
2013.0,1.0,1.0,5.0,616.0
2013.0,1.0,1.0,9.0,300.0
2013.0,1.0,1.0,14.0,130.0
2013.0,1.0,1.0,15.0,104.0
2013.0,1.0,1.0,16.0,26.0
2013.0,1.0,1.0,17.0,1325.0
2013.0,1.0,1.0,18.0,709.0
2013.0,1.0,1.0,19.0,616.0
2013.0,1.0,1.0,23.0,125.0
2013.0,1.0,1.0,27.0,2090.0
2013.0,1.0,1.0,29.0,328.0
2013.0,1.0,1.0,30.0,328.0
2013.0,1.0,1.0,31.0,0.0
2013.0,1.0,1.0,32.0,765.0
2013.0,1.0,1.0,33.0,765.0
2013.0,1.0,1.0,34.0,0.0
2013.0,1.0,1.0,38.0,175.0
2013.0,2.0,3.0,1.0,502.0
2013.0,2.0,3.0,2.0,443.0
2013.0,2.0,3.0,3.0,59.0
2013.0,2.0,3.0,4.0,1962.0
2013.0,2.0,3.0,5.0,1201.0
2013.0,2.0,3.0,9.0,303.0
2013.0,2.0,3.0,14.0,413.0
2013.0,2.0,3.0,15.0,366.0
2013.0,2.0,3.0,16.0,47.0
2013.0,2.0,3.0,17.0,2912.0
2013.0,2.0,3.0,18.0,1720.0
2013.0,2.0,3.0,19.0,1192.0
2013.0,2.0,3.0,23.0,263.0
2013.0,2.0,3.0,27.0,3163.0
2013.0,2.0,3.0,29.0,89.0
2013.0,2.0,3.0,30.0,77.0
2013.0,2.0,3.0,31.0,12.0
2013.0,2.0,3.0,32.0,251.0
2013.0,2.0,3.0,33.0,242.0
2013.0,2.0,3.0,34.0,9.0
2013.0,2.0,3.0,38.0,40.0
2013.0,3.0,5.0,1.0,226.0
2013.0,3.0,5.0,2.0,208.0
2013.0,3.0,5.0,3.0,18.0
2013.0,3.0,5.0,4.0,1282.0
2013.0,3.0,5.0,5.0,1108.0
2013.0,3.0,5.0,9.0,217.0
2013.0,3.0,5.0,14.0,159.0
2013.0,3.0,5.0,15.0,141.0
2013.0,3.0,5.0,16.0,18.0
2013.0,3.0,5.0,17.0,2109.0
2013.0,3.0,5.0,18.0,1001.0
2013.0,3.0,5.0,19.0,1108.0
2013.0,3.0,5.0,23.0,166.0
2013.0,3.0,5.0,27.0,2390.0
2013.0,3.0,5.0,29.0,67.0
2013.0,3.0,5.0,30.0,67.0
2013.0,3.0,5.0,31.0,0.0
2013.0,3.0,5.0,32.0,281.0
2013.0,3.0,5.0,33.0,281.0
2013.0,3.0,5.0,34.0,0.0
2013.0,3.0,5.0,38.0,51.0
2013.0,4.0,4.0,1.0,131.0
2013.0,4.0,4.0,2.0,96.0
2013.0,4.0,4.0,3.0,35.0
2013.0,4.0,4.0,4.0,717.0
2013.0,4.0,4.0,5.0,500.0
2013.0,4.0,4.0,9.0,136.0
2013.0,4.0,4.0,14.0,93.0
2013.0,4.0,4.0,15.0,62.0
2013.0,4.0,4.0,16.0,31.0
2013.0,4.0,4.0,17.0,1036.0
2013.0,4.0,4.0,18.0,545.0
2013.0,4.0,4.0,19.0,491.0
2013.0,4.0,4.0,23.0,80.0
2013.0,4.0,4.0,27.0,1217.0
2013.0,4.0,4.0,29.0,38.0
2013.0,4.0,4.0,30.0,34.0
2013.0,4.0,4.0,31.0,4.0
2013.0,4.0,4.0,32.0,181.0
2013.0,4.0,4.0,33.0,172.0
2013.0,4.0,4.0,34.0,9.0
2013.0,4.0,4.0,38.0,56.0
2013.0,5.0,9.0,1.0,30.0
2013.0,5.0,9.0,2.0,26.0
2013.0,5.0,9.0,3.0,4.0
2013.0,5.0,9.0,4.0,118.0
2013.0,5.0,9.0,5.0,177.0
2013.0,5.0,9.0,9.0,32.0
2013.0,5.0,9.0,14.0,11.0
2013.0,5.0,9.0,15.0,11.0
2013.0,5.0,9.0,16.0,0.0
2013.0,5.0,9.0,17.0,230.0
2013.0,5.0,9.0,18.0,69.0
2013.0,5.0,9.0,19.0,161.0
2013.0,5.0,9.0,23.0,17.0
2013.0,5.0,9.0,27.0,295.0
2013.0,5.0,9.0,29.0,19.0
2013.0,5.0,9.0,30.0,15.0
2013.0,5.0,9.0,31.0,4.0
2013.0,5.0,9.0,32.0,65.0
2013.0,5.0,9.0,33.0,49.0
2013.0,5.0,9.0,34.0,16.0
2013.0,5.0,9.0,38.0,15.0
2013.0,6.0,8.0,1.0,2022.0
2013.0,6.0,8.0,2.0,1861.0
2013.0,6.0,8.0,3.0,161.0
2013.0,6.0,8.0,4.0,7519.0
2013.0,6.0,8.0,5.0,2609.0
2013.0,6.0,8.0,9.0,1766.0
2013.0,6.0,8.0,14.0,456.0
2013.0,6.0,8.0,15.0,392.0
2013.0,6.0,8.0,16.0,64.0
2013.0,6.0,8.0,17.0,3938.0
2013.0,6.0,8.0,18.0,2178.0
2013.0,6.0,8.0,19.0,1760.0
2013.0,6.0,8.0,23.0,701.0
2013.0,6.0,8.0,27.0,10128.0
2013.0,6.0,8.0,29.0,1566.0
2013.0,6.0,8.0,30.0,1469.0
2013.0,6.0,8.0,31.0,97.0
2013.0,6.0,8.0,32.0,6190.0
2013.0,6.0,8.0,33.0,5341.0
2013.0,6.0,8.0,34.0,849.0
2013.0,6.0,8.0,38.0,1065.0
2013.0,7.0,0.0,1.0,122.0
2013.0,7.0,0.0,2.0,120.0
2013.0,7.0,0.0,3.0,2.0
2013.0,7.0,0.0,4.0,391.0
2013.0,7.0,0.0,5.0,125.0
2013.0,7.0,0.0,9.0,106.0
2013.0,7.0,0.0,14.0,105.0
2013.0,7.0,0.0,15.0,103.0
2013.0,7.0,0.0,16.0,2.0
2013.0,7.0,0.0,17.0,468.0
2013.0,7.0,0.0,18.0,343.0
2013.0,7.0,0.0,19.0,125.0
2013.0,7.0,0.0,23.0,96.0
2013.0,7.0,0.0,27.0,516.0
2013.0,7.0,0.0,29.0,17.0
2013.0,7.0,0.0,30.0,17.0
2013.0,7.0,0.0,31.0,0.0
2013.0,7.0,0.0,32.0,48.0
2013.0,7.0,0.0,33.0,48.0
2013.0,7.0,0.0,34.0,0.0
2013.0,7.0,0.0,38.0,10.0
2013.0,8.0,10.0,1.0,86.0
2013.0,8.0,10.0,2.0,75.0
2013.0,8.0,10.0,3.0,11.0
2013.0,8.0,10.0,4.0,235.0
2013.0,8.0,10.0,5.0,67.0
2013.0,8.0,10.0,9.0,9.0
2013.0,8.0,10.0,14.0,56.0
2013.0,8.0,10.0,15.0,45.0
2013.0,8.0,10.0,16.0,11.0
2013.0,8.0,10.0,17.0,253.0
2013.0,8.0,10.0,18.0,186.0
2013.0,8.0,10.0,19.0,67.0
2013.0,8.0,10.0,23.0,9.0
2013.0,8.0,10.0,27.0,302.0
2013.0,8.0,10.0,29.0,30.0
2013.0,8.0,10.0,30.0,30.0
2013.0,8.0,10.0,31.0,0.0
2013.0,8.0,10.0,32.0,49.0
2013.0,8.0,10.0,33.0,49.0
2013.0,8.0,10.0,34.0,0.0
2013.0,8.0,10.0,38.0,0.0
2013.0,9.0,6.0,1.0,1309.0
2013.0,9.0,6.0,2.0,1184.0
2013.0,9.0,6.0,3.0,125.0
2013.0,9.0,6.0,4.0,4794.0
2013.0,9.0,6.0,5.0,1565.0
2013.0,9.0,6.0,9.0,877.0
2013.0,9.0,6.0,14.0,258.0
2013.0,9.0,6.0,15.0,211.0
2013.0,9.0,6.0,16.0,47.0
2013.0,9.0,6.0,17.0,3381.0
2013.0,9.0,6.0,18.0,1925.0
2013.0,9.0,6.0,19.0,1456.0
2013.0,9.0,6.0,23.0,452.0
2013.0,9.0,6.0,27.0,6359.0
2013.0,9.0,6.0,29.0,1051.0
2013.0,9.0,6.0,30.0,973.0
2013.0,9.0,6.0,31.0,78.0
2013.0,9.0,6.0,32.0,2978.0
2013.0,9.0,6.0,33.0,2869.0
2013.0,9.0,6.0,34.0,109.0
2013.0,9.0,6.0,38.0,425.0
2013.0,10.0,2.0,1.0,28.0
2013.0,10.0,2.0,2.0,28.0
2013.0,10.0,2.0,3.0,0.0
2013.0,10.0,2.0,4.0,101.0
2013.0,10.0,2.0,5.0,74.0
2013.0,10.0,2.0,9.0,10.0
2013.0,10.0,2.0,14.0,24.0
2013.0,10.0,2.0,15.0,24.0
2013.0,10.0,2.0,16.0,0.0
2013.0,10.0,2.0,17.0,136.0
2013.0,10.0,2.0,18.0,83.0
2013.0,10.0,2.0,19.0,53.0
2013.0,10.0,2.0,23.0,10.0
2013.0,10.0,2.0,27.0,175.0
2013.0,10.0,2.0,29.0,4.0
2013.0,10.0,2.0,30.0,4.0
2013.0,10.0,2.0,31.0,0.0
2013.0,10.0,2.0,32.0,39.0
2013.0,10.0,2.0,33.0,18.0
2013.0,10.0,2.0,34.0,21.0
2013.0,10.0,2.0,38.0,0.0
2014.0,0.0,7.0,1.0,614.0
2014.0,0.0,7.0,2.0,520.0
2014.0,0.0,7.0,3.0,94.0
2014.0,0.0,7.0,4.0,1925.0
2014.0,0.0,7.0,5.0,967.0
2014.0,0.0,7.0,9.0,263.0
2014.0,0.0,7.0,14.0,411.0
2014.0,0.0,7.0,15.0,319.0
2014.0,0.0,7.0,16.0,92.0
2014.0,0.0,7.0,17.0,1970.0
2014.0,0.0,7.0,18.0,1014.0
2014.0,0.0,7.0,19.0,956.0
2014.0,0.0,7.0,23.0,219.0
2014.0,0.0,7.0,27.0,2892.0
2014.0,0.0,7.0,29.0,203.0
2014.0,0.0,7.0,30.0,201.0
2014.0,0.0,7.0,31.0,2.0
2014.0,0.0,7.0,32.0,922.0
2014.0,0.0,7.0,33.0,911.0
2014.0,0.0,7.0,34.0,11.0
2014.0,0.0,7.0,38.0,44.0
2014.0,1.0,1.0,1.0,384.0
2014.0,1.0,1.0,2.0,349.0
2014.0,1.0,1.0,3.0,35.0
2014.0,1.0,1.0,4.0,1287.0
2014.0,1.0,1.0,5.0,700.0
2014.0,1.0,1.0,9.0,176.0
2014.0,1.0,1.0,14.0,204.0
2014.0,1.0,1.0,15.0,169.0
2014.0,1.0,1.0,16.0,35.0
2014.0,1.0,1.0,17.0,1539.0
2014.0,1.0,1.0,18.0,843.0
2014.0,1.0,1.0,19.0,696.0
2014.0,1.0,1.0,23.0,127.0
2014.0,1.0,1.0,27.0,1987.0
2014.0,1.0,1.0,29.0,180.0
2014.0,1.0,1.0,30.0,180.0
2014.0,1.0,1.0,31.0,0.0
2014.0,1.0,1.0,32.0,448.0
2014.0,1.0,1.0,33.0,444.0
2014.0,1.0,1.0,34.0,4.0
2014.0,1.0,1.0,38.0,49.0
2014.0,2.0,3.0,1.0,489.0
2014.0,2.0,3.0,2.0,460.0
2014.0,2.0,3.0,3.0,29.0
2014.0,2.0,3.0,4.0,1861.0
2014.0,2.0,3.0,5.0,1653.0
2014.0,2.0,3.0,9.0,335.0
2014.0,2.0,3.0,14.0,390.0
2014.0,2.0,3.0,15.0,368.0
2014.0,2.0,3.0,16.0,22.0
2014.0,2.0,3.0,17.0,3272.0
2014.0,2.0,3.0,18.0,1631.0
2014.0,2.0,3.0,19.0,1641.0
2014.0,2.0,3.0,23.0,293.0
2014.0,2.0,3.0,27.0,3514.0
2014.0,2.0,3.0,29.0,99.0
2014.0,2.0,3.0,30.0,92.0
2014.0,2.0,3.0,31.0,7.0
2014.0,2.0,3.0,32.0,242.0
2014.0,2.0,3.0,33.0,230.0
2014.0,2.0,3.0,34.0,12.0
2014.0,2.0,3.0,38.0,42.0
2014.0,3.0,5.0,1.0,331.0
2014.0,3.0,5.0,2.0,278.0
2014.0,3.0,5.0,3.0,53.0
2014.0,3.0,5.0,4.0,1390.0
2014.0,3.0,5.0,5.0,1035.0
2014.0,3.0,5.0,9.0,252.0
2014.0,3.0,5.0,14.0,277.0
2014.0,3.0,5.0,15.0,224.0
2014.0,3.0,5.0,16.0,53.0
2014.0,3.0,5.0,17.0,2241.0
2014.0,3.0,5.0,18.0,1206.0
2014.0,3.0,5.0,19.0,1035.0
2014.0,3.0,5.0,23.0,217.0
2014.0,3.0,5.0,27.0,2425.0
2014.0,3.0,5.0,29.0,54.0
2014.0,3.0,5.0,30.0,54.0
2014.0,3.0,5.0,31.0,0.0
2014.0,3.0,5.0,32.0,184.0
2014.0,3.0,5.0,33.0,184.0
2014.0,3.0,5.0,34.0,0.0
2014.0,3.0,5.0,38.0,35.0
2014.0,4.0,4.0,1.0,179.0
2014.0,4.0,4.0,2.0,138.0
2014.0,4.0,4.0,3.0,41.0
2014.0,4.0,4.0,4.0,749.0
2014.0,4.0,4.0,5.0,511.0
2014.0,4.0,4.0,9.0,123.0
2014.0,4.0,4.0,14.0,141.0
2014.0,4.0,4.0,15.0,104.0
2014.0,4.0,4.0,16.0,37.0
2014.0,4.0,4.0,17.0,1079.0
2014.0,4.0,4.0,18.0,577.0
2014.0,4.0,4.0,19.0,502.0
2014.0,4.0,4.0,23.0,67.0
2014.0,4.0,4.0,27.0,1260.0
2014.0,4.0,4.0,29.0,38.0
2014.0,4.0,4.0,30.0,34.0
2014.0,4.0,4.0,31.0,4.0
2014.0,4.0,4.0,32.0,181.0
2014.0,4.0,4.0,33.0,172.0
2014.0,4.0,4.0,34.0,9.0
2014.0,4.0,4.0,38.0,56.0
2014.0,5.0,9.0,1.0,32.0
2014.0,5.0,9.0,2.0,32.0
2014.0,5.0,9.0,3.0,0.0
2014.0,5.0,9.0,4.0,148.0
2014.0,5.0,9.0,5.0,98.0
2014.0,5.0,9.0,9.0,31.0
2014.0,5.0,9.0,14.0,13.0
2014.0,5.0,9.0,15.0,13.0
2014.0,5.0,9.0,16.0,0.0
2014.0,5.0,9.0,17.0,202.0
2014.0,5.0,9.0,18.0,104.0
2014.0,5.0,9.0,19.0,98.0
2014.0,5.0,9.0,23.0,19.0
2014.0,5.0,9.0,27.0,246.0
2014.0,5.0,9.0,29.0,19.0
2014.0,5.0,9.0,30.0,19.0
2014.0,5.0,9.0,31.0,0.0
2014.0,5.0,9.0,32.0,44.0
2014.0,5.0,9.0,33.0,44.0
2014.0,5.0,9.0,34.0,0.0
2014.0,5.0,9.0,38.0,12.0
2014.0,6.0,8.0,1.0,2434.0
2014.0,6.0,8.0,2.0,2245.0
2014.0,6.0,8.0,3.0,189.0
2014.0,6.0,8.0,4.0,7281.0
2014.0,6.0,8.0,5.0,2662.0
2014.0,6.0,8.0,9.0,823.0
2014.0,6.0,8.0,14.0,522.0
2014.0,6.0,8.0,15.0,440.0
2014.0,6.0,8.0,16.0,82.0
2014.0,6.0,8.0,17.0,4063.0
2014.0,6.0,8.0,18.0,2203.0
2014.0,6.0,8.0,19.0,1860.0
2014.0,6.0,8.0,23.0,255.0
2014.0,6.0,8.0,27.0,9943.0
2014.0,6.0,8.0,29.0,1912.0
2014.0,6.0,8.0,30.0,1805.0
2014.0,6.0,8.0,31.0,107.0
2014.0,6.0,8.0,32.0,5880.0
2014.0,6.0,8.0,33.0,5078.0
2014.0,6.0,8.0,34.0,802.0
2014.0,6.0,8.0,38.0,568.0
2014.0,7.0,0.0,1.0,86.0
2014.0,7.0,0.0,2.0,86.0
2014.0,7.0,0.0,3.0,0.0
2014.0,7.0,0.0,4.0,296.0
2014.0,7.0,0.0,5.0,155.0
2014.0,7.0,0.0,9.0,55.0
2014.0,7.0,0.0,14.0,85.0
2014.0,7.0,0.0,15.0,85.0
2014.0,7.0,0.0,16.0,0.0
2014.0,7.0,0.0,17.0,448.0
2014.0,7.0,0.0,18.0,293.0
2014.0,7.0,0.0,19.0,155.0
2014.0,7.0,0.0,23.0,55.0
2014.0,7.0,0.0,27.0,451.0
2014.0,7.0,0.0,29.0,1.0
2014.0,7.0,0.0,30.0,1.0
2014.0,7.0,0.0,31.0,0.0
2014.0,7.0,0.0,32.0,3.0
2014.0,7.0,0.0,33.0,3.0
2014.0,7.0,0.0,34.0,0.0
2014.0,7.0,0.0,38.0,0.0
2014.0,8.0,10.0,1.0,75.0
2014.0,8.0,10.0,2.0,63.0
2014.0,8.0,10.0,3.0,12.0
2014.0,8.0,10.0,4.0,202.0
2014.0,8.0,10.0,5.0,79.0
2014.0,8.0,10.0,9.0,4.0
2014.0,8.0,10.0,14.0,65.0
2014.0,8.0,10.0,15.0,53.0
2014.0,8.0,10.0,16.0,12.0
2014.0,8.0,10.0,17.0,259.0
2014.0,8.0,10.0,18.0,185.0
2014.0,8.0,10.0,19.0,74.0
2014.0,8.0,10.0,23.0,4.0
2014.0,8.0,10.0,27.0,281.0
2014.0,8.0,10.0,29.0,10.0
2014.0,8.0,10.0,30.0,10.0
2014.0,8.0,10.0,31.0,0.0
2014.0,8.0,10.0,32.0,22.0
2014.0,8.0,10.0,33.0,17.0
2014.0,8.0,10.0,34.0,5.0
2014.0,8.0,10.0,38.0,0.0
2014.0,9.0,6.0,1.0,769.0
2014.0,9.0,6.0,2.0,763.0
2014.0,9.0,6.0,3.0,6.0
2014.0,9.0,6.0,4.0,3918.0
2014.0,9.0,6.0,5.0,1390.0
2014.0,9.0,6.0,9.0,644.0
2014.0,9.0,6.0,14.0,123.0
2014.0,9.0,6.0,15.0,117.0
2014.0,9.0,6.0,16.0,6.0
2014.0,9.0,6.0,17.0,3017.0
2014.0,9.0,6.0,18.0,1627.0
2014.0,9.0,6.0,19.0,1390.0
2014.0,9.0,6.0,23.0,310.0
2014.0,9.0,6.0,27.0,5308.0
2014.0,9.0,6.0,29.0,646.0
2014.0,9.0,6.0,30.0,646.0
2014.0,9.0,6.0,31.0,0.0
2014.0,9.0,6.0,32.0,2291.0
2014.0,9.0,6.0,33.0,2291.0
2014.0,9.0,6.0,34.0,0.0
2014.0,9.0,6.0,38.0,334.0
2014.0,10.0,2.0,1.0,23.0
2014.0,10.0,2.0,2.0,18.0
2014.0,10.0,2.0,3.0,5.0
2014.0,10.0,2.0,4.0,120.0
2014.0,10.0,2.0,5.0,68.0
2014.0,10.0,2.0,9.0,12.0
2014.0,10.0,2.0,14.0,0.0
2014.0,10.0,2.0,15.0,0.0
2014.0,10.0,2.0,16.0,0.0
2014.0,10.0,2.0,17.0,138.0
2014.0,10.0,2.0,18.0,75.0
2014.0,10.0,2.0,19.0,63.0
2014.0,10.0,2.0,23.0,10.0
2014.0,10.0,2.0,27.0,188.0
2014.0,10.0,2.0,29.0,23.0
