Date,Overall Homeless,State,State_Name,unemploy_rate,employed_pop_rate,HomeValueIndex,MHHI,Poverty_Count,Poverty_Rate,Min_Rent
2016-02-29,1932.0,AK,Alaska,6.5,62.1,293354.5,75979.0,72511.0,10.0,765.0
2016-03-31,1924.0,AK,Alaska,6.5,62.1,293663.5,75802.0,73147.0,10.0,773.0
2016-04-30,1917.0,AK,Alaska,6.5,62.0,293568.0,75631.0,73763.0,10.0,780.0
2016-05-31,1909.0,AK,Alaska,6.6,61.9,293210.0,75454.0,74399.0,10.0,788.0
2016-06-30,1901.0,AK,Alaska,6.6,61.9,292888.0,75283.0,75015.0,10.0,795.0
2016-07-31,1893.0,AK,Alaska,6.6,61.8,292742.0,75107.0,75651.0,10.0,803.0
2016-08-31,1885.0,AK,Alaska,6.7,61.7,292294.5,74930.0,76288.0,11.0,810.0
2016-09-30,1877.0,AK,Alaska,6.7,61.7,292437.0,74759.0,76903.0,11.0,818.0
2016-10-31,1869.0,AK,Alaska,6.7,61.7,292630.0,74582.0,77540.0,11.0,825.0
2016-11-30,1861.0,AK,Alaska,6.7,61.7,293054.0,74411.0,78155.0,11.0,833.0
2016-12-31,1853.0,AK,Alaska,6.7,61.8,293135.5,74235.0,78792.0,11.0,840.0
2017-01-31,1845.0,AK,Alaska,6.6,61.8,293028.5,74058.0,79428.0,11.0,848.0
2017-02-28,1858.0,AK,Alaska,6.6,61.9,292937.0,74124.0,79489.0,11.0,848.0
2017-03-31,1873.0,AK,Alaska,6.5,61.9,292836.5,74196.0,79557.0,11.0,848.0
2017-04-30,1887.0,AK,Alaska,6.5,61.9,293105.5,74266.0,79622.0,11.0,848.0
2017-05-31,1901.0,AK,Alaska,6.5,61.8,293540.0,74339.0,79690.0,11.0,848.0
2017-06-30,1915.0,AK,Alaska,6.5,61.8,294245.0,74409.0,79755.0,11.0,848.0
2017-07-31,1930.0,AK,Alaska,6.5,61.7,294762.5,74481.0,79823.0,11.0,848.0
2017-08-31,1944.0,AK,Alaska,6.5,61.6,295179.0,74554.0,79890.0,11.0,849.0
2017-09-30,1958.0,AK,Alaska,6.5,61.6,295305.5,74624.0,79956.0,11.0,849.0
2017-10-31,1973.0,AK,Alaska,6.5,61.5,295572.0,74697.0,80023.0,11.0,849.0
2017-11-30,1987.0,AK,Alaska,6.4,61.4,295609.5,74767.0,80089.0,11.0,849.0
2017-12-31,2001.0,AK,Alaska,6.4,61.3,295927.0,74839.0,80156.0,11.0,849.0
2018-01-31,2016.0,AK,Alaska,6.3,61.3,295990.0,74912.0,80224.0,11.0,849.0
2018-02-28,2008.0,AK,Alaska,6.2,61.3,296174.5,75088.0,79672.0,11.0,851.0
2018-03-31,1998.0,AK,Alaska,6.1,61.3,296134.5,75282.0,79062.0,11.0,853.0
2018-04-30,1989.0,AK,Alaska,6.0,61.4,296059.5,75471.0,78471.0,11.0,854.0
2018-05-31,1980.0,AK,Alaska,5.9,61.4,296198.5,75665.0,77860.0,11.0,856.0
2018-06-30,1971.0,AK,Alaska,5.9,61.3,296846.0,75854.0,77269.0,11.0,858.0
2018-07-31,1962.0,AK,Alaska,5.8,61.3,297658.0,76048.0,76658.0,11.0,860.0
2018-08-31,1953.0,AK,Alaska,5.8,61.3,298025.5,76243.0,76047.0,11.0,862.0
2018-09-30,1944.0,AK,Alaska,5.8,61.2,297930.0,76431.0,75456.0,11.0,864.0
2018-10-31,1934.0,AK,Alaska,5.8,61.1,297777.0,76626.0,74846.0,10.0,865.0
2018-11-30,1926.0,AK,Alaska,5.8,61.1,298021.0,76814.0,74254.0,10.0,867.0
2018-12-31,1916.0,AK,Alaska,5.8,61.1,298378.0,77008.0,73644.0,10.0,869.0
2019-01-31,1907.0,AK,Alaska,5.8,61.1,298844.5,77203.0,73033.0,10.0,871.0
2019-02-28,1910.0,AK,Alaska,5.7,61.1,301175.0,,,,874.0
2019-03-31,1914.0,AK,Alaska,5.6,61.1,303686.0,,,,877.0
2019-04-30,1917.0,AK,Alaska,5.5,61.2,307849.0,,,,881.0
2019-05-31,1921.0,AK,Alaska,5.4,61.2,309220.0,,,,884.0
2019-06-30,1924.0,AK,Alaska,5.4,61.3,310606.0,,,,887.0
2019-07-31,1928.0,AK,Alaska,5.4,61.3,310873.5,,,,891.0
2019-08-31,1931.0,AK,Alaska,5.4,61.3,312230.0,,,,894.0
2019-09-30,1935.0,AK,Alaska,5.3,61.4,318796.5,,,,898.0
2019-10-31,1938.0,AK,Alaska,5.2,61.5,320762.0,,,,901.0
2019-11-30,1942.0,AK,Alaska,5.0,61.5,322737.5,,,,904.0
2019-12-31,1945.0,AK,Alaska,5.0,61.5,319166.5,,,,908.0
2020-01-31,1949.0,AK,Alaska,5.0,61.5,319571.0,,,,911.0
2007-01-31,5452.0,AL,Alabama,3.8,59.4,125099.5,40596.0,750197.0,17.0,382.0
2007-02-28,5447.0,AL,Alabama,3.8,59.3,126137.0,40749.0,748024.0,17.0,384.0
2007-03-31,5441.0,AL,Alabama,3.9,59.1,127769.0,40918.0,745619.0,16.0,386.0
2007-04-30,5436.0,AL,Alabama,3.9,59.0,129687.5,41081.0,743291.0,16.0,389.0
2007-05-31,5431.0,AL,Alabama,3.9,58.9,130812.5,41250.0,740886.0,16.0,391.0
2007-06-30,5425.0,AL,Alabama,4.0,58.8,131166.0,41414.0,738558.0,16.0,393.0
2007-07-31,5420.0,AL,Alabama,4.0,58.7,131583.5,41583.0,736152.0,16.0,395.0
2007-08-31,5414.0,AL,Alabama,4.1,58.6,132770.0,41752.0,733747.0,16.0,398.0
2007-09-30,5409.0,AL,Alabama,4.2,58.6,133980.0,41915.0,731419.0,16.0,400.0
2007-10-31,5403.0,AL,Alabama,4.2,58.5,134665.0,42084.0,729014.0,16.0,402.0
2007-11-30,5398.0,AL,Alabama,4.3,58.5,134625.0,42248.0,726686.0,16.0,404.0
2007-12-31,5393.0,AL,Alabama,4.4,58.4,134778.0,42417.0,724280.0,16.0,407.0
2008-01-31,5387.0,AL,Alabama,4.5,58.3,134858.0,42586.0,721875.0,16.0,409.0
2008-02-29,5442.0,AL,Alabama,4.7,58.1,134882.0,42424.0,728479.0,16.0,411.0
2008-03-31,5501.0,AL,Alabama,4.9,57.9,134856.0,42252.0,735539.0,16.0,413.0
2008-04-30,5557.0,AL,Alabama,5.1,57.7,134587.0,42085.0,742370.0,16.0,415.0
2008-05-31,5616.0,AL,Alabama,5.3,57.5,134079.0,41912.0,749430.0,16.0,418.0
2008-06-30,5673.0,AL,Alabama,5.6,57.3,133789.0,41745.0,756262.0,17.0,420.0
2008-07-31,5732.0,AL,Alabama,5.9,57.0,133928.0,41572.0,763321.0,17.0,422.0
2008-08-31,5790.0,AL,Alabama,6.1,56.8,134425.0,41399.0,770381.0,17.0,424.0
2008-09-30,5847.0,AL,Alabama,6.5,56.5,134456.0,41232.0,777213.0,17.0,426.0
2008-10-31,5906.0,AL,Alabama,6.9,56.2,134658.0,41060.0,784272.0,17.0,428.0
2008-11-30,5963.0,AL,Alabama,7.3,55.8,134717.0,40892.0,791104.0,17.0,431.0
2008-12-31,6021.0,AL,Alabama,7.8,55.5,134591.5,40720.0,798163.0,17.0,433.0
2009-01-31,6080.0,AL,Alabama,8.4,55.1,125459.0,40547.0,805223.0,18.0,435.0
2009-02-28,6077.0,AL,Alabama,8.8,54.8,125049.0,40546.0,811195.0,18.0,436.0
2009-03-31,6075.0,AL,Alabama,9.3,54.5,124594.0,40546.0,817808.0,18.0,438.0
2009-04-30,6072.0,AL,Alabama,9.6,54.2,120921.0,40545.0,824207.0,18.0,440.0
2009-05-31,6069.0,AL,Alabama,9.9,53.9,120097.5,40544.0,830819.0,18.0,441.0
2009-06-30,6066.0,AL,Alabama,10.2,53.7,119150.0,40543.0,837218.0,18.0,443.0
2009-07-31,6063.0,AL,Alabama,10.4,53.4,118253.5,40543.0,843831.0,18.0,444.0
2009-08-31,6060.0,AL,Alabama,10.6,53.1,117416.0,40542.0,850443.0,18.0,446.0
2009-09-30,6057.0,AL,Alabama,10.8,52.8,116816.0,40541.0,856842.0,18.0,448.0
2009-10-31,6055.0,AL,Alabama,10.9,52.5,116353.5,40540.0,863454.0,19.0,449.0
2009-11-30,6052.0,AL,Alabama,11.0,52.4,116278.0,40540.0,869853.0,19.0,451.0
2009-12-31,6049.0,AL,Alabama,11.1,52.4,113737.0,40539.0,876466.0,19.0,452.0
2010-01-31,6046.0,AL,Alabama,11.1,52.4,113439.0,40538.0,883078.0,19.0,454.0
2010-02-28,6009.0,AL,Alabama,11.0,52.5,113103.0,40606.0,884078.0,19.0,454.0
2010-03-31,5967.0,AL,Alabama,10.9,52.5,107046.0,40682.0,885186.0,19.0,454.0
2010-04-30,5927.0,AL,Alabama,10.5,53.2,106381.0,40755.0,886257.0,19.0,454.0
2010-05-31,5886.0,AL,Alabama,10.3,53.6,106420.5,40830.0,887365.0,19.0,455.0
2010-06-30,5845.0,AL,Alabama,10.1,53.7,106400.0,40903.0,888436.0,19.0,455.0
2010-07-31,5804.0,AL,Alabama,10.1,53.8,106402.0,40979.0,889544.0,19.0,455.0
2010-08-31,5763.0,AL,Alabama,10.0,53.8,106268.0,41054.0,890651.0,19.0,455.0
2010-09-30,5722.0,AL,Alabama,10.1,53.7,106038.0,41127.0,891723.0,19.0,455.0
2010-10-31,5681.0,AL,Alabama,10.1,53.7,105798.5,41203.0,892830.0,19.0,455.0
2010-11-30,5641.0,AL,Alabama,10.2,53.6,100356.0,41276.0,893902.0,19.0,456.0
2010-12-31,5599.0,AL,Alabama,10.1,53.6,100099.0,41351.0,895010.0,19.0,456.0
2011-01-31,5558.0,AL,Alabama,10.1,53.6,99663.0,41427.0,896117.0,19.0,456.0
2011-02-28,5531.0,AL,Alabama,10.0,53.6,98928.0,41441.0,896148.0,19.0,455.0
2011-03-31,5502.0,AL,Alabama,9.9,53.6,98336.0,41457.0,896181.0,19.0,454.0
2011-04-30,5473.0,AL,Alabama,9.9,53.5,98217.0,41472.0,896214.0,19.0,452.0
2011-05-31,5443.0,AL,Alabama,9.8,53.4,98500.0,41487.0,896248.0,19.0,451.0
2011-06-30,5415.0,AL,Alabama,9.8,53.4,98477.0,41502.0,896281.0,19.0,450.0
2011-07-31,5385.0,AL,Alabama,9.7,53.4,98362.0,41518.0,896314.0,19.0,449.0
2011-08-31,5355.0,AL,Alabama,9.6,53.4,98126.0,41533.0,896348.0,19.0,447.0
2011-09-30,5327.0,AL,Alabama,9.4,53.4,97954.0,41548.0,896381.0,19.0,446.0
2011-10-31,5297.0,AL,Alabama,9.2,53.4,97836.0,41564.0,896415.0,19.0,445.0
2011-11-30,5268.0,AL,Alabama,8.9,53.4,98099.0,41579.0,896447.0,19.0,444.0
2011-12-31,5239.0,AL,Alabama,8.7,53.4,98356.0,41594.0,896481.0,19.0,442.0
2012-01-31,5209.0,AL,Alabama,8.5,53.4,98133.0,41610.0,896515.0,19.0,441.0
2012-02-29,5168.0,AL,Alabama,8.4,53.3,97954.0,41711.0,895927.0,19.0,444.0
2012-03-31,5124.0,AL,Alabama,8.4,53.2,97933.0,41819.0,895298.0,19.0,447.0
2012-04-30,5081.0,AL,Alabama,8.4,53.2,97647.0,41923.0,894689.0,19.0,450.0
2012-05-31,5037.0,AL,Alabama,8.4,53.2,97083.0,42031.0,894061.0,19.0,453.0
2012-06-30,4994.0,AL,Alabama,8.3,53.3,100460.0,42135.0,893452.0,19.0,455.0
2012-07-31,4950.0,AL,Alabama,8.2,53.4,100250.5,42243.0,892823.0,19.0,458.0
2012-08-31,4906.0,AL,Alabama,8.1,53.5,99951.5,42350.0,892194.0,19.0,461.0
2012-09-30,4864.0,AL,Alabama,7.9,53.6,99712.5,42455.0,891586.0,19.0,464.0
2012-10-31,4820.0,AL,Alabama,7.8,53.6,99715.5,42562.0,890957.0,19.0,467.0
2012-11-30,4777.0,AL,Alabama,7.8,53.7,100167.5,42667.0,890349.0,19.0,470.0
2012-12-31,4733.0,AL,Alabama,7.7,53.7,100246.0,42774.0,889720.0,19.0,473.0
2013-01-31,4689.0,AL,Alabama,7.6,53.6,101590.5,42882.0,889091.0,19.0,476.0
2013-02-28,4679.0,AL,Alabama,7.6,53.6,103180.5,42885.0,890364.0,19.0,475.0
2013-03-31,4668.0,AL,Alabama,7.5,53.5,104977.0,42888.0,891773.0,19.0,474.0
2013-04-30,4658.0,AL,Alabama,7.4,53.5,105211.0,42891.0,893136.0,19.0,473.0
2013-05-31,4647.0,AL,Alabama,7.3,53.6,105165.5,42894.0,894546.0,19.0,471.0
2013-06-30,4636.0,AL,Alabama,7.3,53.6,105097.0,42896.0,895909.0,19.0,470.0
2013-07-31,4626.0,AL,Alabama,7.2,53.5,105858.5,42899.0,897318.0,19.0,469.0
2013-08-31,4615.0,AL,Alabama,7.2,53.5,106264.5,42902.0,898727.0,19.0,468.0
2013-09-30,4604.0,AL,Alabama,7.2,53.4,106366.0,42905.0,900091.0,19.0,467.0
2013-10-31,4593.0,AL,Alabama,7.2,53.3,106236.0,42908.0,901500.0,19.0,466.0
2013-11-30,4583.0,AL,Alabama,7.2,53.3,105991.0,42911.0,902864.0,19.0,464.0
2013-12-31,4572.0,AL,Alabama,7.2,53.2,105862.5,42914.0,904273.0,19.0,463.0
2014-01-31,4561.0,AL,Alabama,7.2,53.3,105871.0,42917.0,905682.0,19.0,462.0
2014-02-28,4516.0,AL,Alabama,7.1,53.3,105708.5,43064.0,903394.0,19.0,464.0
2014-03-31,4465.0,AL,Alabama,7.1,53.3,105673.5,43227.0,900860.0,19.0,466.0
2014-04-30,4417.0,AL,Alabama,7.0,53.3,105806.0,43384.0,898409.0,19.0,468.0
2014-05-31,4367.0,AL,Alabama,6.9,53.3,106290.5,43547.0,895875.0,19.0,470.0
2014-06-30,4318.0,AL,Alabama,6.8,53.3,106842.5,43704.0,893424.0,19.0,472.0
2014-07-31,4268.0,AL,Alabama,6.7,53.3,107268.5,43867.0,890890.0,19.0,474.0
2014-08-31,4218.0,AL,Alabama,6.6,53.4,107535.0,44030.0,888357.0,19.0,476.0
2014-09-30,4169.0,AL,Alabama,6.5,53.4,107556.0,44187.0,885905.0,19.0,478.0
2014-10-31,4119.0,AL,Alabama,6.4,53.4,107476.0,44350.0,883372.0,19.0,480.0
2014-11-30,4070.0,AL,Alabama,6.3,53.5,107414.5,44508.0,880920.0,19.0,482.0
2014-12-31,4020.0,AL,Alabama,6.2,53.6,107129.5,44670.0,878386.0,19.0,484.0
2015-01-31,3970.0,AL,Alabama,6.1,53.6,106905.0,44833.0,875853.0,18.0,486.0
2015-02-28,3981.0,AL,Alabama,6.1,53.7,107084.0,44946.0,871123.0,18.0,486.0
2015-03-31,3993.0,AL,Alabama,6.1,53.8,107548.0,45072.0,865887.0,18.0,486.0
2015-04-30,4004.0,AL,Alabama,6.1,53.7,108139.5,45193.0,860819.0,18.0,485.0
2015-05-31,4016.0,AL,Alabama,6.1,53.5,108754.5,45318.0,855583.0,18.0,485.0
2015-06-30,4028.0,AL,Alabama,6.2,53.3,108952.0,45440.0,850515.0,18.0,485.0
2015-07-31,4040.0,AL,Alabama,6.2,53.1,109117.0,45565.0,845278.0,18.0,485.0
2015-08-31,4052.0,AL,Alabama,6.2,52.9,109165.0,45690.0,840042.0,18.0,484.0
2015-09-30,4063.0,AL,Alabama,6.1,52.7,109298.5,45812.0,834974.0,18.0,484.0
2015-10-31,4075.0,AL,Alabama,6.1,52.7,109276.5,45937.0,829738.0,18.0,484.0
2015-11-30,4087.0,AL,Alabama,6.1,52.5,109351.5,46058.0,824670.0,17.0,484.0
2015-12-31,4099.0,AL,Alabama,6.1,52.6,109732.0,46184.0,819434.0,17.0,483.0
2016-01-31,4111.0,AL,Alabama,6.1,52.8,109969.5,46309.0,814197.0,17.0,483.0
2016-02-29,4086.0,AL,Alabama,6.0,52.9,110130.5,46458.0,813251.0,17.0,486.0
2016-03-31,4059.0,AL,Alabama,6.0,53.0,110442.5,46618.0,812241.0,17.0,490.0
2016-04-30,4033.0,AL,Alabama,5.9,53.0,110931.5,46772.0,811262.0,17.0,493.0
2016-05-31,4006.0,AL,Alabama,5.9,53.1,111376.0,46932.0,810252.0,17.0,497.0
2016-06-30,3980.0,AL,Alabama,5.9,53.2,111929.0,47086.0,809273.0,17.0,500.0
2016-07-31,3953.0,AL,Alabama,5.9,53.2,112270.5,47246.0,808263.0,17.0,503.0
2016-08-31,3926.0,AL,Alabama,5.9,53.3,112554.5,47405.0,807252.0,17.0,507.0
2016-09-30,3900.0,AL,Alabama,5.9,53.3,112653.5,47560.0,806274.0,17.0,510.0
